study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,use_code,review_notes,corrected_resolved_url,Publication Title,DOI,Publication Year,Author,Title
a000759,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,http://bit.ly/music_entropy_MMN,other,"The link resolves to https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842, which is a view-only link to the OSF project. However, this view does not show any available files. Removing the view-only slug from the url leads to the actual project page, where files are clearly available. The standard link has been put into resolved_url.",https://osf.io/my6te/,yes,NA,OSF,yes,NA,partial,Total download size is over 3G - only two of three study folders were downloaded,"Data was > 100MB, but could not tell that initially, so downloaded anyway",NA,http://bit.ly/music_entropy_MMN,bit.ly/music_entropy_MMN,osf.io/my6te,NA,NA,NA,Cortex,10.1016/j.cortex.2019.06.010,2019,"Quiroga-Martinez, David R.; Hansen, Niels C.; Højlund, Andreas; Pearce, Marcus T.; Brattico, Elvira; Vuust, Peter",Reduced prediction error responses in high-as compared to low-uncertainty musical contexts
a000759,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842,yes,NA,https://osf.io/my6te/?view_only=22333945e4824ca196f4aee4a31ba925,yes,NA,OSF,yes,NA,other,"only was able to download the first zip file, the second was greater than 100MB",I didn't have any problems with this article,http://bit.ly/music_entropy_MMN,http://bit.ly/music_entropy_MMN,bit.ly/music_entropy_MMN,osf.io/my6te/?view_only=22333945e4824ca196f4aee4a31ba925,FALSE,recode this article,NA,Cortex,10.1016/j.cortex.2019.06.010,2019,"Quiroga-Martinez, David R.; Hansen, Niels C.; Højlund, Andreas; Pearce, Marcus T.; Brattico, Elvira; Vuust, Peter",Reduced prediction error responses in high-as compared to low-uncertainty musical contexts
a000759,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,http://bit.ly/music_entropy_MMN,yes,NA,https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,http://bit.ly/music_entropy_MMN,http://bit.ly/music_entropy_MMN,bit.ly/music_entropy_MMN,osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842,FALSE,recode this article,NA,Cortex,10.1016/j.cortex.2019.06.010,2019,"Quiroga-Martinez, David R.; Hansen, Niels C.; Højlund, Andreas; Pearce, Marcus T.; Brattico, Elvira; Vuust, Peter",Reduced prediction error responses in high-as compared to low-uncertainty musical contexts
a000759,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/my6te,yes,NA,https://osf.io/my6te/files/?view_only=3b4129763e4f4de58ef783a85ae30842,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,http://bit.ly/music_entropy_MMN,http://bit.ly/music_entropy_MMN,bit.ly/music_entropy_MMN,osf.io/my6te/files/?view_only=3b4129763e4f4de58ef783a85ae30842,FALSE,recode this article,NA,Cortex,10.1016/j.cortex.2019.06.010,2019,"Quiroga-Martinez, David R.; Hansen, Niels C.; Højlund, Andreas; Pearce, Marcus T.; Brattico, Elvira; Vuust, Peter",Reduced prediction error responses in high-as compared to low-uncertainty musical contexts
a000771,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ycx49/,yes,NA,https://osf.io/ycx49,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/ycx49/,osf.io/ycx49,osf.io/ycx49,TRUE,NA,NA,Psychological Science,10.1177/0956797616644081,2016,"Scheibehenne, Benjamin; Jamil, Tahira; Wagenmakers, Eric-Jan",Bayesian Evidence Synthesis Can Reconcile Seemingly Inconsistent Results: The Case of Hotel Towel Reuse
a000771,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/ycx49/,yes,NA,https://osf.io/ycx49/files/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/ycx49/,osf.io/ycx49,osf.io/ycx49/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/ycx49,Psychological Science,10.1177/0956797616644081,2016,"Scheibehenne, Benjamin; Jamil, Tahira; Wagenmakers, Eric-Jan",Bayesian Evidence Synthesis Can Reconcile Seemingly Inconsistent Results: The Case of Hotel Towel Reuse
a000785,kongmanas,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/detail?id=york%3a936215&ref=search,yes,NA,IRIS,other,Need to register to before access to download,no,NA,The registration is needed to download the data file,NA,https://iris-database.org/,iris-database.org,iris-database.org/iris/app/home/detail?id=york%3a936215&ref=search,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,The Modern Language Journal,10.1111/modl.12543,2019,"Norouzian, Reza; Miranda, Michael De; Plonsky, Luke",A Bayesian Approach to Measuring Evidence in L2 Research: An Empirical Investigation
a000785,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r",other,IRIS repo just links to files hosted on Github,IRIS/Github,other,Registration form required before data can be downloaded,yes,NA,IRIS repo just links to files hosted on Github,NA,https://iris-database.org,iris-database.org,"iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r",TRUE,NA,NA,The Modern Language Journal,10.1111/modl.12543,2019,"Norouzian, Reza; Miranda, Michael De; Plonsky, Luke",A Bayesian Approach to Measuring Evidence in L2 Research: An Empirical Investigation
a000785,matthew,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/session-timeout,yes,NA,IRIS Database,no,NA,NA,NA,Required a login.,NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/session-timeout,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,The Modern Language Journal,10.1111/modl.12543,2019,"Norouzian, Reza; Miranda, Michael De; Plonsky, Luke",A Bayesian Approach to Measuring Evidence in L2 Research: An Empirical Investigation
a000806,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/48kyp/,yes,NA,https://osf.io/48kyp,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary material "" at the journal's website - this link was ignored, since it just contains additional analysis, instead of data.",NA,https://osf.io/48kyp/,osf.io/48kyp,osf.io/48kyp,TRUE,NA,NA,Psychological Science,10.1177/0956797618779041,2018,"Spektor, Mikhail S.; Kellen, David; Hotaling, Jared M.",When the Good Looks Bad: An Experimental Exploration of the Repulsion Effect
a000806,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/48kyp/,yes,NA,https://osf.io/48kyp/files/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,osf.io/48kyp/,osf.io/48kyp,osf.io/48kyp/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/48kyp,Psychological Science,10.1177/0956797618779041,2018,"Spektor, Mikhail S.; Kellen, David; Hotaling, Jared M.",When the Good Looks Bad: An Experimental Exploration of the Repulsion Effect
a000814,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,2,1,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001,yes,NA,(resolved url not entered by coder),yes,NA,UK Data Service,yes,NA,other,"Required signin. Is also file by file, not bundled into zip",NA,http://discover.ukdataservice.ac.uk/series/?sn=200001,http://discover.ukdataservice.ac.uk/series/?sn=200001,discover.ukdataservice.ac.uk/series/?sn=200001,(resolved url not entered by coder),FALSE,coder did not complete record - drop,NA,Psychological Science,10.1177/0956797615569001,2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.",Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies
a000814,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,2,2,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032,yes,NA,(resolved url not entered by coder),yes,NA,UK Data Service,yes,NA,other,"Required signin. Is also file by file, not bundled into zip",NA,http://discover.ukdataservice.ac.uk/series/?sn=2000032,http://discover.ukdataservice.ac.uk/series/?sn=2000032,discover.ukdataservice.ac.uk/series/?sn=2000032,(resolved url not entered by coder),FALSE,coder did not complete record - drop,NA,Psychological Science,10.1177/0956797615569001,2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.",Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies
a000814,phuong,2020-04-09,yes,NA,yes,NA,yes,NA,2,1,http://discover.ukdataservice.ac.uk/series/?sn=200001,yes,NA,https://beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001,yes,NA,UK Data Service,yes,NA,other,an account was required to access the data,2 links were for data of 2 studies,http://discover.ukdataservice.ac.uk/series/?sn=200001,http://discover.ukdataservice.ac.uk/series/?sn=200001,discover.ukdataservice.ac.uk/series/?sn=200001,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001,TRUE,NA,NA,Psychological Science,10.1177/0956797615569001,2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.",Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies
a000814,phuong,2020-04-09,yes,NA,yes,NA,yes,NA,2,2,http://discover.ukdataservice.ac.uk/series/?sn=2000032,yes,NA,https://beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032,yes,NA,UK Data Service,yes,NA,other,an account was required to access the data,2 links were for data of 2 studies,http://discover.ukdataservice.ac.uk/series/?sn=2000032,http://discover.ukdataservice.ac.uk/series/?sn=2000032,discover.ukdataservice.ac.uk/series/?sn=2000032,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032,TRUE,NA,NA,Psychological Science,10.1177/0956797615569001,2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.",Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies
a000827,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/w24dm/,yes,NA,https://osf.io/w24dm,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/w24dm/,osf.io/w24dm,osf.io/w24dm,TRUE,NA,NA,The Journal of Social Psychology,10.1080/00224545.2016.1140117,2016,"Letzring, Tera D.; Rone, Clifford C.; Colman, Douglas E.","Implications of fear of negative evaluation, state anxiety, and implied level of target-dominance on perceptions of personality traits"
a000827,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/w24dm/,yes,NA,https://osf.io/w24dm/files/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,osf.io/w24dm/,osf.io/w24dm,osf.io/w24dm/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/w24dm,The Journal of Social Psychology,10.1080/00224545.2016.1140117,2016,"Letzring, Tera D.; Rone, Clifford C.; Colman, Douglas E.","Implications of fear of negative evaluation, state anxiety, and implied level of target-dominance on perceptions of personality traits"
a000845,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",https://iris-database.org/iris/app/home/detail?id=york:935657,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Article just links to the IRIS homepage, searching required to find data/materials",NA,https://www.iris-database.org,iris-database.org,iris-database.org/iris/app/home/detail?id=york:935657,TRUE,NA,NA,Language Learning,10.1111/lang.12330,2019,"Ven, Marco van de; Segers, Eliane; Verhoeven, Ludo",Enhanced Second Language Vocabulary Learning Through Phonological Specificity Training in Adolescents
a000845,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index,yes,NA,IRIS Digital Repository,yes,NA,yes,NA,"Redirects to home page of IRIS, but searching for authors leads to paper, and hence there are files that were downloaded.",NA,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/index,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,Language Learning,10.1111/lang.12330,2019,"Ven, Marco van de; Segers, Eliane; Verhoeven, Ludo",Enhanced Second Language Vocabulary Learning Through Phonological Specificity Training in Adolescents
a000845,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=922D67DCE96ADC3EEBE163426726A9DC,yes,NA,IRIS Database,other,the link led to the IRIS homepage,no,NA,I didn't have any problems with this article,NA,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/index;jsessionid=922D67DCE96ADC3EEBE163426726A9DC,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,Language Learning,10.1111/lang.12330,2019,"Ven, Marco van de; Segers, Eliane; Verhoeven, Ludo",Enhanced Second Language Vocabulary Learning Through Phonological Specificity Training in Adolescents
a000849,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NQOWDE,other,"Link leads to https://ezid.cdlib.org/ with a ""No such identifier."" message - searching Harvard Dataverse locates the correct data repo",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link provided did not work, had to search for correct repo",NA,http://dx.doi.org/10.7910/DVN/NQOWDE,dx.doi.org/10.7910/DVN/NQOWDE,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z,TRUE,NA,NA,American Journal of Political Science,10.1111/ajps.12264,2017,"Alt, James; Iversen, Torben","Inequality, Labor Market Segmentation, and Preferences for Redistribution"
a000849,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NQOWDE,yes,NA,https://ezid.cdlib.org/,yes,NA,EZID,no,NA,NA,NA,"Redirected to homepage, no data pertaining to article to download",NA,http://dx.doi.org/10.7910/DVN/NQOWDE,dx.doi.org/10.7910/DVN/NQOWDE,ezid.cdlib.org,FALSE,coded by me - ususual situation - drop this coder,NA,American Journal of Political Science,10.1111/ajps.12264,2017,"Alt, James; Iversen, Torben","Inequality, Labor Market Segmentation, and Preferences for Redistribution"
a000857,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,Harvard Dataverse Network,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,http://doi.org/10.7910/DVN/CPVIOF,doi.org/10.7910/DVN/CPVIOF,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,TRUE,NA,NA,American Journal of Political Science,10.1111/ajps.12428,2019,"Anderson, Sarah E.; Buntaine, Mark T.; Liu, Mengdi; Zhang, Bing",Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China
a000857,phuong,2020-04-17,yes,NA,no,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,OSF,yes,NA,other,files are larger than 100MB,The data badge was in black and white,NA,http://doi.org/10.7910/DVN/CPVIOF.,doi.org/10.7910/DVN/CPVIOF,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,TRUE,NA,NA,American Journal of Political Science,10.1111/ajps.12428,2019,"Anderson, Sarah E.; Buntaine, Mark T.; Liu, Mengdi; Zhang, Bing",Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China
a000857,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,Harvard Dataverse Network,yes,NA,other,xip file was over 100MB,I didn't have any problems with this article,NA,http://doi.org/10.7910/DVN/CPVIOF,doi.org/10.7910/DVN/CPVIOF,doi.org/10.7910/DVN/CPVIOF.,FALSE,coder re-pasted link_url but added a full stop for some reason?,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,American Journal of Political Science,10.1111/ajps.12428,2019,"Anderson, Sarah E.; Buntaine, Mark T.; Liu, Mengdi; Zhang, Bing",Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China
a000863,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/v4qys/,yes,NA,https://osf.io/v4qys/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/v4qys/,osf.io/v4qys,osf.io/v4qys,TRUE,NA,NA,Psychological Science,10.1177/0956797619876982,2019,"Molouki, Sarah; Hardisty, David J.; Caruso, Eugene M.",The Sign Effect in Past and Future Discounting
a000863,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/v4qys,yes,NA,http://www.osf.io/v4qys,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://www.osf.io/v4qys,osf.io/v4qys,www.osf.io/v4qys,FALSE,coder pasted link_url as resolved_url,https://osf.io/v4qys/,Psychological Science,10.1177/0956797619876982,2019,"Molouki, Sarah; Hardisty, David J.; Caruso, Eugene M.",The Sign Effect in Past and Future Discounting
