"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a002058","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/2kv5r/","yes",,"https://osf.io/2kv5r/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Bai, Xuechunzi; Fiske, Susan T.; Griffiths, Thomas L.","Globally Inaccurate Stereotypes Can Result From Locally Adaptive Exploration","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211045929","671-684","5",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001657","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/2mh48/","yes",,"https://osf.io/2mh48/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Tello, Nina; Harika-Germaneau, Ghina; Serra, Wilfried; Jaafari, Nematollah; Chatard, Armand","Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test","Psychological Science","0956-7976","10.1177/0956797619893062","65-74","1",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001713","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/2sv5r","yes",,"https://osf.io/2sv5r/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Amer, Tarek; Ngo, K. W. Joan; Weeks, Jennifer C.; Hasher, Lynn","Spontaneous Distractor Reactivation With Age: Evidence for Bound Target-Distractor Representations in Memory","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620951125","1315-1324","10",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002205","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/2xgyf/","yes",,"https://osf.io/2xgyf/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Martinez, Joel E.; Feldman, Lauren A.; Feldman, Mallory J.; Cikara, Mina","Narratives Shape Cognitive Representations of Immigrants and Immigration-Policy Preferences","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620963610","135-152","2",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002031","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/32jsy/","yes",,"https://osf.io/32jsy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Lu, Yunfeng; Zhong, Songfa","Contactless Real-Time Heart Rate Predicts the Performance of Elite Athletes: Evidence From Tokyo 2020 Olympic Archery Competition","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221143127","384-393","3",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001722","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3ahkf","yes",,"https://osf.io/3ahkf/","yes","yes","OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Poulin, Michael J.; Ministero, Lauren M.; Gabriel, Shira; Morrison, C. Dale; Naidu, Esha","Minding Your Own Business? Mindfulness Decreases Prosocial Behavior for People With Independent Self-Construals","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211015184","1699-1708","11",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002154","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3e9s6","yes",,"https://osf.io/3e9s6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Chierchia, Gabriele; Piera Pi-Sunyer, Blanca; Blakemore, Sarah-Jayne","Prosocial Influence and Opportunistic Conformity in Adolescents and Young Adults","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620957625","1585-1601","12",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002203","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3efgd/","yes",,"https://osf.io/3efgd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Devine, Sean; Germain, Nathalie; Ehrlich, Stefan; Eppinger, Ben","Changes in the Prevalence of Thin Bodies Bias Young Women’s Judgments About Body Size","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221082941","1212-1225","8",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001946","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3f8hy","yes",,"https://osf.io/3f8hy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Leung, Ashley; Tunkel, Alexandra; Yurovsky, Daniel","Parents Fine-Tune Their Speech to Children’s Vocabulary Knowledge","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621993104","975-984","7",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002120","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3g8zf","yes",,"https://osf.io/3g8zf/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Fowler, Zoë; Law, Kyle Fiore; Gaesser, Brendan","Against Empathy Bias: The Moral Value of Equitable Empathy","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620979965","766-779","5",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001922","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3kj6u","yes",,"https://osf.io/3kj6u/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Napp, Clotilde; Breda, Thomas","The Gender-Equality Paradox in Chess Holds Among Young Players: A Commentary on the Vishkin (2022) Study","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231202450","1404-1410","12",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001872","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3mbwu","yes",,"https://osf.io/3mbwu/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Madan, Christopher R.; Spetch, Marcia L.; Machado, Fernanda M. D. S.; Mason, Alice; Ludvig, Elliot A.","Encoding Context Determines Risky Choice","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620977516","743-754","5",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001988","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3q52t/","yes",,"https://osf.io/3q52t/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Gong, Shiyang; Lu, Jackson G.; Schaubroeck, John M.; Li, Qian; Zhou, Qiwei; Qian, Xiaoye","Polluted Psyche: Is the Effect of Air Pollution on Unethical Behavior More Physiological or Psychological?","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620943835","1040-1047","8",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002125","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3q5zg","yes",,"https://osf.io/3q5zg/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Hong, Seungbeom; Suk, Hye Won; Choi, Yoonseok; Na, Jinkyung","Face-Based Judgments: Accuracy, Validity, and a Potential Underlying Mechanism","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211000308","1452-1462","9",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002167","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3rb6u","yes",,"https://osf.io/3rb6u/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Brown, Amanda R.; Pouw, Wim; Brentari, Diane; Goldin-Meadow, Susan","People Are Less Susceptible to Illusion When They Use Their Hands to Communicate Rather Than Estimate","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621991552","1227-1237","8",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002004","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://doi.org/10.17605/OSF.IO/3U587","yes",,"https://osf.io/3u587/","yes",,"OSF Registries","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Fynes-Clinton, Samuel; Addis, Donna Rose","Thinking Beyond COVID-19: How Has the Pandemic Impacted Future Time Horizons?","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231170560","899-913","8",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001720","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3um4k","yes",,"https://osf.io/3um4k/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Moty, Kelsey; Rhodes, Marjorie","The Unintended Consequences of the Things We Say: What Generic Statements Communicate to Children About Unmentioned Categories","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620953132","189-203","2",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001900","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3vfas/","yes",,"https://osf.io/3vfas/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Kodapanakkal, Rabia I.; Brandt, Mark J.; Kogler, Christoph; Van Beest, Ilja","Moral Frames Are Persuasive and Moralize Attitudes; Nonmoral Frames Are Persuasive and De-Moralize Attitudes","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040803","433-449","3",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001942","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3z6kw/","yes",,"https://osf.io/3z6kw/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Martin, Alexander; Culbertson, Jennifer","Revisiting the Suffixing Preference: Native-Language Affixation Patterns Influence Perception of Sequences","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620931108","1107-1116","9",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001771","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3zg2k","yes",,"https://osf.io/3zg2k/","yes",,"OSF Registries","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Malik-Moraleda, Saima; Mahowald, Kyle; Conway, Bevil R.; Gibson, Edward","Concepts Are Restructured During Language Contact: The Birth of Blue and Other Color Concepts in Tsimane’-Spanish Bilinguals","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231199742","1350-1362","12",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002106","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/3zwxc/","yes",,"https://osf.io/3zwxc/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Heltzel, Gordon; Laurin, Kristin","Seek and Ye Shall Be Fine: Attitudes Toward Political-Perspective Seekers","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211011969","1782-1800","11",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001707","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/432u7/","yes",,"https://osf.io/432u7/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Illingworth, David A.; Thomas, Rick P.","Strength of Belief Guides Information Foraging","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211043425","450-462","3",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002151","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/43hzk","yes",,"https://osf.io/43hzk/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Andersen, Marc Malmdorf; Schjoedt, Uffe; Price, Henry; Rosas, Fernando E.; Scrivner, Coltan; Clasen, Mathias","Playing With Fear: A Field Study in Recreational Horror","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620972116","1497-1510","12",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001926","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/45gyk/","yes",,"https://osf.io/45gyk/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Lin, Hause; Saunders, Blair; Friese, Malte; Evans, Nathan J.; Inzlicht, Michael","Strong Effort Manipulations Reduce Response Caution: A Preregistered Reinvention of the Ego-Depletion Paradigm","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620904990","531-547","5",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a002221","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/48g2s/","yes",,"https://osf.io/48g2s/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Nitschke, Jonas P.; Pruessner, Jens C.; Bartz, Jennifer A.","Stress and Stress-Induced Glucocorticoids Facilitate Empathic Accuracy in Men but Have No Effects for Women","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221101315","1783-1794","10",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002128","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/49v5z/","yes",,"https://osf.io/49v5z/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Mariadassou, Shwetha; Bechler, Christopher J.; Levav, Jonathan","The Effect of Auditory and Visual Recommendations on Choice","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221106349","47-59","1",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002200","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4agk8/","yes",,"https://osf.io/4agk8/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Tybur, Joshua M.; Lieberman, Debra; Fan, Lei; Kupfer, Tom R.; De Vries, Reinout E.","Behavioral Immune Trade-Offs: Interpersonal Value Relaxes Social Pathogen Avoidance","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620960011","1211-1221","10",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002077","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4d9u6/","yes",,"https://osf.io/4d9u6/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Fernandes, Suzette; Castelhano, Monica S.","The Foreground Bias: Initial Scene Representations Across the Depth Plane","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620984464","890-902","6",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001903","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4nfmk","yes",,"https://osf.io/4nfmk/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Wang, Jinjing (Jenny); Yang, Yang; Macias, Carla; Bonawitz, Elizabeth","Children With More Uncertainty in Their Intuitive Theories Seek Domain-Relevant Information","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621994230","1147-1156","7",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001968","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/4sw2t/","yes",,"https://osf.io/4sw2t/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Quent, Jörn Alexander; Greve, Andrea; Henson, Richard N.","Shape of U: The Nonmonotonic Relationship Between Object–Location Memory and Expectedness","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221109134","2084-2097","12",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001806","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4tdx5/","yes",,"https://osf.io/4tdx5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Atari, Mohammad; Mostafazadeh Davani, Aida; Dehghani, Morteza","Body Maps of Moral Concerns","Psychological Science","0956-7976","10.1177/0956797619895284","160-169","2",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001984","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4tgxy/","yes",,"https://osf.io/4tgxy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Oosterhoff, Benjamin; Poppler, Ashleigh; Palmer, Cara A.","Early Adolescents Demonstrate Peer-Network Homophily in Political Attitudes and Values","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211063912","874-888","6",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001951","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4tmsu","yes",,"https://osf.io/4tmsu/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Bierwiaczonek, Kinga; Kunst, Jonas R.","Revisiting the Integration Hypothesis: Correlational and Longitudinal Meta-Analyses Demonstrate the Limited Role of Acculturation for Cross-Cultural Adaptation","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211006432","1476-1493","9",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002216","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4ucrd","yes",,"https://osf.io/4ucrd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Bressan, Paola; Kramer, Peter","Most Findings Obtained With Untimed Visual Illusions Are Confounded","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621994268","1238-1246","8",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001755","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/4zrq8/","yes",,"https://osf.io/4zrq8/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Belmi, Peter; Jun, Sora; Adams, Gabrielle S.","The “Equal-Opportunity Jerk” Defense: Rudeness Can Obfuscate Gender Bias","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040495","397-411","3",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001910","EG","30/5/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/524en/","yes",,"https://osf.io/524en/","yes",,"OSF Registries","yes",,"yes",,"Sample C","yes","yes","yes","yes","yes","yes",2022,"Gordon, Amie M.; Cross, Emily; Ascigil, Esra; Balzarini, Rhonda; Luerssen, Anna; Muise, Amy","Feeling Appreciated Buffers Against the Negative Effects of Unequal Division of Household Labor on Relationship Satisfaction","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221081872","1313-1327","8",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
