"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a000929","yes",,"yes",,"yes",,"osf.io/nxrsj","yes",,"osf.io/nxrsj","yes",,"yes",
"a000930","yes",,"yes",,"yes",,"osf.io/ujpyn","yes",,"osf.io/ujpyn","yes",,"yes",
"a000931","yes",,"yes",,"yes",,"osf.io/9bsa7","yes",,"osf.io/9bsa7","yes",,"yes",
"a000932","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataverse/laughterperception","yes",,"dataverse.harvard.edu/dataverse/laughterperception","yes",,"yes",
"a000933","yes",,"yes",,"yes",,"doi.org/10.5683/SP/OQDRJG","yes",,"dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP/OQDRJG","yes",,"other","Account required to access data"
"a000934","yes",,"yes",,"yes",,"osf.io/j479p","yes",,"osf.io/j479p","yes",,"yes",
"a000935","yes",,"yes",,"yes",,"osf.io/pg9ca","yes",,"accounts.osf.io/login?service=https://osf.io/pg9ca","yes",,"other","an account was required to download"
"a000936","yes",,"yes",,"yes",,"osf.io/7rajd","yes",,"osf.io/7rajd","yes",,"yes",
"a000937","yes",,"yes",,"yes",,"osf.io/7p896","yes",,"osf.io/7p896","yes",,"yes",
"a000938","yes",,"yes",,"yes",,"osf.io/u8h5e","yes",,"osf.io/u8h5e","yes",,"yes",
"a000939","yes",,"yes",,"yes",,"osf.io/gdyu4","yes",,"osf.io/gdyu4","yes",,"yes",
"a000940","yes",,"yes",,"yes",,"osf.io/ea99d","yes",,"osf.io/ea99d","yes",,"yes",
"a000941","yes",,"yes",,"yes",,"osf.io/abq5f","yes",,"osf.io/abq5f","yes",,"yes",
"a000942","yes",,"yes",,"yes",,"zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj","yes",,"zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj","yes",,"partial","Total download size is over 18G - only one file was downloaded"
"a000942","yes",,"yes",,"yes",,"zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k","yes",,"zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k","yes",,"yes",
"a000942","yes",,"yes",,"yes",,"zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_","yes",,"zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_","yes",,"yes",
"a000942","yes",,"yes",,"yes",,"zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV","yes",,"zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV","yes",,"yes",
"a000942","yes",,"yes",,"yes",,"zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp","yes",,"zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp","yes",,"yes",
"a000943","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/R3GZZW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R3GZZW","yes",,"yes",
"a000944","yes",,"yes",,"yes",,"osf.io/hp2wx","yes",,"osf.io/hp2wx","yes",,"yes",
"a000945","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND","yes",,"yes",
"a000946","yes",,"yes",,"yes",,"osf.io/hd6fw","yes",,"osf.io/hd6fw","yes",,"yes",
"a000947","yes",,"yes",,"yes",,"osf.io/4492y","yes",,"osf.io/4492y","yes",,"yes",
"a000948","yes",,"yes",,"yes",,"osf.io/677jr","other","Link leads to a list of different OSF projects for the first author, need to select the relevant OSF project for the article","osf.io/37g64","other","Repo only contains a PDF of the article, no auxiliary data files","no",
"a000949","yes",,"yes",,"yes",,"osf.io/r6idy","yes",,"osf.io/r6idy","yes",,"yes",
"a000950","yes",,"yes",,"yes",,"osf.io/32tsq","yes",,"osf.io/32tsq","yes",,"yes",
"a000951","yes",,"yes",,"yes",,"dx.doi.org/10.5284/1034389","yes",,"archaeologydataservice.ac.uk/archives/view/cottamb_2015","yes",,"yes",
"a000952","yes",,"no",,"yes",,"doi.org/10.1016/j.jrp.2018.04.007","yes",,"www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub","yes",,"yes",
"a000954","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/2VF2J0","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VF2J0","yes",,"yes",
"a000955","yes",,"yes",,"yes",,"www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7","yes",,"www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7","other","Account required, may need to be from an approved institution","no",
"a000957","yes",,"yes",,"yes",,"osf.io/3wz2j","other","there is a typo in the document, https://osf.io/3wz2j/ works and leads to the correct repository page","osf.io/3wz2j","yes",,"yes",
"a000958","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XKC4R4","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XKC4R4","yes",,"yes",
"a000959","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.1184869","yes",,"zenodo.org/record/1184869","yes",,"yes",
"a000960","yes",,"yes",,"yes",,"osf.io/f2n7c","yes",,"osf.io/f2n7c","yes",,"yes",
"a000961","yes",,"other","The link to data is part of the ""Acknowledgments"" section, at the very end - but the link is directly above where the badges have been placed, so the link is adjacent to the badges without being an explicit, separate data availability statement.","yes",,"osf.io/zwrxc","yes",,"osf.io/zwrxc","yes",,"yes",
"a000962","yes",,"yes",,"yes",,"osf.io/qch87","yes",,"osf.io/qch87","yes",,"yes",
"a000963","yes",,"yes",,"yes",,"osf.io/wnu9f","yes",,"osf.io/wnu9f","yes",,"yes",
"a000964","yes",,"yes",,"yes",,"osf.io/s5pv8","yes",,"osf.io/s5pv8","yes",,"yes",
"a000965","yes",,"yes",,"yes",,"osf.io/b45ne","yes",,"osf.io/b45ne","yes",,"yes",
"a000965","yes",,"yes",,"yes",,"osf.io/b6n8t","yes",,"osf.io/b6n8t","other","OSF account and permission needed to view project","no",
"a000965","yes",,"yes",,"yes",,"osf.io/et9zk","yes",,"osf.io/et9zk","yes",,"yes",
"a000965","yes",,"yes",,"yes",,"osf.io/fs67k","yes",,"osf.io/fs67k","other","OSF account and permission needed to view project","no",
"a000965","yes",,"yes",,"yes",,"osf.io/wfh5j","yes",,"osf.io/wfh5j","yes",,"yes",
"a000965","yes",,"yes",,"yes",,"osf.io/z6ts7","yes",,"osf.io/z6ts7","yes",,"yes",
"a000966","yes",,"yes",,"yes",,"osf.io/hr7vx","yes",,"osf.io/hr7vx","yes",,"yes",
"a000967","yes",,"yes",,"yes",,"doi.org/10.17605/OSF.IO/3R2QY","yes",,"osf.io/3r2qy","yes",,"yes",
"a000968","yes",,"yes",,"yes",,"osf.io/gsxr6","yes",,"osf.io/gsxr6","yes",,"yes",
"a000969","yes",,"yes",,"yes",,"osf.io/fyrq8","yes",,"osf.io/fyrq8","yes",,"yes",
"a000970","yes",,"yes",,"yes",,"osf.io/zgq7m","yes",,"osf.io/zgq7m","yes",,"yes",
"a000971","yes",,"yes",,"yes",,"osf.io/9dbsa","yes",,"osf.io/9dbsa","yes",,"yes",
"a000971","yes",,"yes",,"yes",,"osf.io/nkfjy","yes",,"osf.io/nkfjy","yes",,"yes",
"a000973","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/F9ICHH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH","yes",,"yes",
"a000973","yes",,"yes",,"yes",,"github.com/SMAPPNYU/echo_chambers","yes",,"github.com/SMAPPNYU/echo_chambers","yes",,"yes",
"a000974","yes",,"yes",,"yes",,"osf.io/xscvw","yes",,"osf.io/xscvw","yes",,"yes",
"a000976","yes",,"yes",,"yes",,"osf.io/3jhr7","yes",,"osf.io/3jhr7","yes",,"yes",
"a000977","yes",,"yes",,"yes",,"osf.io/45mxw","yes",,"osf.io/45mxw","yes",,"yes",
"a000979","yes",,"yes",,"yes",,"osf.io/aj2fx","yes",,"osf.io/aj2fx","yes",,"yes",
"a000980","yes",,"no",,"no",,,,,,,,,
"a000981","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/WOI8EU","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU","yes",,"yes",
"a000982","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/LZGQOH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH","yes",,"yes",
"a000983","yes",,"no",,"yes",,"osf.io/5kpbj","yes",,"osf.io/5kpbj","yes",,"yes",
"a000984","yes",,"yes",,"yes",,"osf.io/b247s","yes",,"osf.io/b247s","yes",,"yes",
"a000986","yes",,"yes",,"yes",,"osf.io/t26xq","yes",,"osf.io/t26xq","yes",,"yes",
"a000988","yes",,"yes",,"yes",,"osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b","yes",,"osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b","yes",,"yes",
"a000989","yes",,"yes",,"yes",,"osf.io/73e54","yes",,"osf.io/73e54","yes",,"yes",
"a000990","yes",,"yes",,"yes",,"thedata.harvard.edu/dvn/dv/communication","yes",,"dataverse.harvard.edu/dataverse/communication","yes",,"yes",
"a000991","yes",,"yes",,"yes",,"osf.io/4rmnv","yes",,"osf.io/4rmnv","yes",,"yes",
"a000992","yes",,"yes",,"yes",,"osf.io/873fp","yes",,"osf.io/873fp","yes",,"yes",
"a000993","yes",,"yes",,"yes",,"osf.io/72b89","yes",,"osf.io/72b89","yes",,"yes",
"a000996","yes",,"no",,"yes",,"doi.org/10.1016/j.cortex.2019.08.018","yes",,"www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub","yes",,"yes",
"a000997","yes",,"yes",,"yes",,"osf.io/xmnyq","yes",,"osf.io/xmnyq","yes",,"yes",
"a000998","yes",,"yes",,"yes",,"github.com/connorjmccabe/InterActive","yes",,"github.com/connorjmccabe/InterActive","yes",,"yes",
"a001000","yes",,"yes",,"yes",,"osf.io/54skn/files","yes",,"osf.io/54skn/files","yes",,"yes",
"a001001","yes",,"yes",,"yes",,"osf.io/ietwv","yes",,"osf.io/ietwv","yes",,"yes",
"a001003","yes",,"yes",,"yes",,"osf.io/dp2aq","yes",,"osf.io/dp2aq","yes",,"yes",
"a001004","yes",,"yes",,"yes",,"osf.io/d3xb7","yes",,"osf.io/d3xb7","yes",,"yes",
"a001005","yes",,"yes",,"yes",,"osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9","other","link is garbled version of two separate links pointing to the same place; easy to determine the intended link","osf.io/x8bv9","yes",,"yes",
"a001006","yes",,"yes",,"yes",,"osf.io/yq5jw","yes",,"osf.io/yq5jw","yes",,"yes",
"a001007","yes",,"yes",,"yes",,"osf.io/m64ue","yes",,"osf.io/m64ue","yes",,"yes",
"a001008","yes",,"yes",,"yes",,"osf.io/9e3a9","yes",,"osf.io/9e3a9","yes",,"yes",
"a001009","yes",,"yes",,"yes",,"osf.io/4chuy","yes",,"osf.io/4chuy","yes",,"yes",
"a001010","yes",,"yes",,"yes",,"DOI 10.17605/OSF.IO/EKV2D","yes",,"osf.io/ekv2d","yes",,"yes",
"a001011","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SBOMZD","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD","yes",,"yes",
"a001013","yes",,"yes",,"yes",,"osf.io/ebhku","yes",,"osf.io/ebhku","yes",,"yes",
"a001014","yes",,"yes",,"yes",,"osf.io/j7hdm","yes",,"osf.io/j7hdm","yes",,"yes",
"a001015","yes",,"yes",,"yes",,"osf.io/9e5au","yes",,"osf.io/9e5au","yes",,"yes",
"a001016","yes",,"no",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/46ynjsp243/1","yes",,"data.mendeley.com/datasets/46ynjsp243/1","yes",,"yes",
"a001016","yes",,"no",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/hv7mxpct6f/3","yes",,"data.mendeley.com/datasets/hv7mxpct6f/3","yes",,"yes",
"a001017","yes",,"yes",,"yes",,"doi.org/10.1016/j.jesp.2018.03.014","other","Led to journal page for article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub), which then linked to data and code","data.mendeley.com/datasets/hgtxmx7zpn/1","yes",,"yes",
"a001018","yes",,"yes",,"yes",,"osf.io/8xg6m","yes",,"osf.io/8xg6m","yes",,"yes",
"a001020","yes",,"yes",,"yes",,"osf.io/rh8pv","yes",,"osf.io/rh8pv","yes",,"yes",
"a001023","yes",,"yes",,"yes",,"osf.io/eky4s","yes",,"osf.io/eky4s","yes",,"yes",
"a001024","yes",,"yes",,"yes",,"osf.io/9zpaj","yes",,"osf.io/9zpaj","yes",,"yes",
"a001025","yes",,"yes",,"yes",,"doi.org/10.17605/OSF.IO/DZN3S","yes",,"osf.io/dzn3s","yes",,"yes",
"a001025","yes",,"yes",,"yes",,"osf.io/h2xry","yes",,"osf.io/h2xry","yes",,"yes",
"a001026","yes",,"yes",,"yes",,"osf.io/wc3sj","yes",,"osf.io/wc3sj","yes",,"yes",
"a001027","yes",,"yes",,"yes",,"doi.org/10.3886/ICPSR04652.v6","yes",,"www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6","other","The v6 of the files is no longer available, superceded by v7. v6 may be available upon request for replication purposes according to note on page.","no",
"a001027","yes",,"yes",,"yes",,"midus.colectica.org","yes",,"midus.colectica.org/Account/Login","other","Login required, no indication of whether files available","no",
"a001028","yes",,"yes",,"yes",,"osf.io/yb9cv","yes",,"osf.io/yb9cv","yes",,"yes",
"a001029","yes",,"yes",,"yes",,"osf.io/craky","yes",,"osf.io/craky","yes",,"yes",
"a001030","yes",,"yes",,"yes",,"osf.io/wytek","yes",,"osf.io/wytek","yes",,"yes",
"a001031","yes",,"yes",,"yes",,"osf.io/tv8ai","yes",,"osf.io/tv8ai","yes",,"yes",
"a001033","yes",,"yes",,"yes",,"osf.io/bpj7m","yes",,"osf.io/bpj7m","yes",,"yes",
"a001034","yes",,"yes",,"yes",,"osf.io/9mjtz","yes",,"osf.io/9mjtz","yes",,"yes",
"a001035","yes",,"yes",,"yes",,"osf.io/g3dfy","yes",,"osf.io/g3dfy","yes",,"yes",
"a001036","yes",,"yes",,"yes",,"osf.io/zxp9k","yes",,"osf.io/zxp9k","yes",,"yes",
"a001037","yes",,"yes",,"yes",,"www.doi.org/10.17605/OSF.IO/R7CXZ","yes",,"osf.io/r7cxz","yes",,"yes",
"a001039","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/RYVAL1","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYVAL1","yes",,"yes",
"a001040","yes",,"yes",,"yes",,"osf.io/yw7d9","yes",,"osf.io/yw7d9","yes",,"yes",
"a001041","yes",,"yes",,"yes",,"osf.io/bvjny","yes",,"osf.io/bvjny","yes",,"yes",
"a001041","yes",,"yes",,"yes",,"osf.io/z53m4","yes",,"osf.io/z53m4","yes",,"yes",
"a001043","yes",,"yes",,"yes",,"osf.io/4vk5x","yes",,"osf.io/4vk5x","yes",,"yes",
"a001044","yes",,"yes",,"yes",,"osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d","other","URL as written led to a ""page not found"" error. Omitting the view_only slug resulted in a valid destination","osf.io/qwa42","yes",,"yes",
"a001045","yes",,"yes",,"yes",,"osf.io/vgmjs","yes",,"osf.io/vgmjs","yes",,"yes",
"a001047","yes",,"yes",,"yes",,"osf.io/tyjpc","yes",,"osf.io/tyjpc","yes",,"yes",
"a001048","yes",,"yes",,"yes",,"osf.io/uw2t2","yes",,"osf.io/uw2t2","yes",,"yes",
"a001049","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/X88LYH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH","yes",,"yes",
"a001050","yes",,"yes",,"yes",,"osf.io/6yhmp","yes",,"osf.io/6yhmp","yes",,"yes",
"a001051","yes",,"no",,"no",,,,,,,,,
"a001052","yes",,"yes",,"yes",,"osf.io/735ru","yes",,"osf.io/735ru","yes",,"yes",
"a001053","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/JNEQYJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JNEQYJ","yes",,"yes",
"a001055","yes",,"yes",,"yes",,"osf.io/vk4hp","yes",,"osf.io/vk4hp","yes",,"yes",
"a001056","yes",,"yes",,"yes",,"osf.io/9fdhb","yes",,"osf.io/9fdhb","yes",,"yes",
"a001057","yes",,"yes",,"yes",,"doi:10.7910/DVN/FMJDCD","other","The link for this DOI is malformed, but can fairly easily be corrected. Once corrected, it works","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD","yes",,"yes",
"a001058","yes",,"yes",,"yes",,"osf.io/8wtae","yes",,"osf.io/8wtae","yes",,"yes",
"a001059","yes",,"yes",,"yes",,"osf.io/8j7ub","yes",,"osf.io/8j7ub","yes",,"yes",
"a001060","yes",,"yes",,"yes",,"figshare.com/s/18a543c101a17a1d5560","yes",,"figshare.com/s/18a543c101a17a1d5560","yes",,"yes",
"a001062","yes",,"yes",,"yes",,"datadryad.org/resource/doi:10.5061/dryad.g7b40","yes",,"datadryad.org/stash/dataset/doi:10.5061/dryad.g7b40","yes",,"yes",
"a001063","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/KGIBK5","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KGIBK5","yes",,"yes",
"a001066","yes",,"yes",,"yes",,"reshare.ukdataservice.ac.uk/852127","yes",,"reshare.ukdataservice.ac.uk/852127","other","One file only available to registered users - ""safeguarded data""","partial","Was able to download some files which were labelled as open access"
"a001067","yes",,"other","Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end","yes",,"osf.io/bdev3","yes",,"osf.io/bdev3","yes",,"yes",
"a001067","yes",,"other","Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end","yes",,"osf.io/v6z53","yes",,"osf.io/v6z53","yes",,"yes",
"a001067","yes",,"other","Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end","yes",,"osf.io/yuv2m","yes",,"osf.io/yuv2m","yes",,"yes",
"a001067","yes",,"other","Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end","yes",,"osf.io/zf2dp","yes",,"osf.io/zf2dp","yes",,"yes",
"a001068","yes",,"yes",,"yes",,"osf.io/qek97","yes",,"osf.io/qek97","yes",,"yes",
"a001069","yes",,"yes",,"yes",,"osf.io/m3neh","yes",,"osf.io/m3neh","yes",,"yes",
"a001070","yes",,"yes",,"yes",,"osf.io/q6gbw","yes",,"osf.io/q6gbw","yes",,"yes",
"a001071","yes",,"yes",,"yes",,"osf.io/gjp53","yes",,"osf.io/gjp53","yes",,"yes",
"a001072","yes",,"yes",,"yes",,"osf.io/pe5d7","yes",,"osf.io/pe5d7","yes",,"yes",
"a001073","yes",,"yes",,"yes",,"doi.org/10.17882/56796","yes",,"www.seanoe.org/data/00456/56796","yes",,"partial","Total download size exceeded 100MB"
"a001076","yes",,"yes",,"yes",,"osf.io/a63ez","yes",,"osf.io/a63ez","yes",,"yes",
"a001081","yes",,"yes",,"yes",,"osf.io/ptmqx","yes",,"osf.io/ptmqx","yes",,"yes",
"a001082","yes",,"yes",,"yes",,"osf.io/m3x2b","yes",,"osf.io/m3x2b","yes",,"yes",
"a001083","yes",,"yes",,"yes",,"doi.org/10.3886/ICPSR04652.v7","yes",,"www.icpsr.umich.edu/web/NACDA/studies/4652/version/7","yes",,"other","Could download all 'Document only' data, when I tried to download the other ones such as 'SAS', 'SPSS' etc, it takes me into a login screen"
"a001083","yes",,"yes",,"yes",,"doi.org/10.3886/ICPSR36346.v7","yes",,"www.icpsr.umich.edu/web/NACDA/studies/36346/versions/V7","yes",,"other","an account was required to download"
"a001084","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/O6VHZZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6VHZZ","yes",,"yes",
"a001085","yes",,"yes",,"yes",,"osf.io/5tfzh","yes",,"osf.io/5tfzh","yes",,"yes",
"a001086","yes",,"yes",,"yes",,"figshare.com/articles/Fictional_First_Memories/6115676","yes",,"figshare.com/articles/Fictional_First_Memories/6115676","yes",,"yes",
"a001087","yes",,"yes",,"yes",,"osf.io/cmw75","yes",,"osf.io/cmw75","yes",,"yes",
"a001087","yes",,"yes",,"yes",,"osf.io/uxtq2","yes",,"osf.io/uxtq2","yes",,"yes",
"a001088","yes",,"yes",,"yes",,"osf.io/fy5dk","yes",,"osf.io/fy5dk","yes",,"yes",
"a001091","yes",,"yes",,"yes",,"osf.io/tu3nm","yes",,"osf.io/tu3nm","yes",,"yes",
"a001092","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/TR4OUK","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TR4OUK","yes",,"yes",
"a001093","yes",,"no",,"yes",,"osf.io/nmydf","yes",,"osf.io/nmydf","yes",,"partial","Total download size exceeded 100MB"
"a001094","yes",,"yes",,"yes",,"osf.io/fpdbh","other","Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK","osf.io/fpdbh","yes",,"yes",
"a001100","yes",,"yes",,"yes",,"madata.bib.uni-mannheim.de/266","yes",,"madata.bib.uni-mannheim.de/266","yes",,"yes",
"a001102","yes",,"yes",,"yes",,"osf.io/a3c8h","yes",,"osf.io/a3c8h","yes",,"yes",
"a001103","yes",,"yes",,"yes",,"osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb","yes",,"osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb","yes",,"yes",
"a001104","yes",,"yes",,"yes",,"bit.ly/2ljvoKP","yes",,"drive.switch.ch/index.php/s/ZDfdl9pVOdkQHYn","yes",,"yes",
"a001106","yes",,"yes",,"yes",,"osf.io/pfjsd","yes",,"osf.io/pfjsd","yes",,"yes",
"a001107","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/FTFJTV","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FTFJTV","yes",,"yes",
"a001109","yes",,"yes",,"yes",,"osf.io/mcvt7/wiki/home","yes",,"osf.io/mcvt7/wiki/home","yes",,"yes",
"a001110","yes",,"yes",,"yes",,"osf.io/pfh6r","yes",,"osf.io/pfh6r","yes",,"yes",
"a001111","yes",,"yes",,"yes",,"hdl.handle.net/1959.13/1387620","yes",,"nova.newcastle.edu.au/vital/access/manager/Repository/uon:32640","yes",,"yes",
"a001112","yes",,"yes",,"yes",,"osf.io/n2kxa","yes",,"osf.io/n2kxa","yes",,"yes",
"a001113","yes",,"yes",,"yes",,"doi.org/10.5160/psychdata.zrce16dy99","yes",,"www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002","other","Agreement needs to be generated and signed, and then approval needs to be given to access data","no",
"a001113","yes",,"yes",,"yes",,"osf.io/b8pu6","yes",,"osf.io/b8pu6","yes",,"yes",
"a001114","yes",,"yes",,"yes",,"osf.io/axphc","yes",,"osf.io/axphc","yes",,"yes",
"a001115","yes",,"yes",,"yes",,"osf.io/g2t36","yes",,"osf.io/g2t36","yes",,"yes",
