"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other","is_repository","repository_name","all_notes","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","flag_credentials_required","final_download_success","final_download_success2"
"a000047","yes",,"yes",,"yes",,"osf.io/g3rnt","yes",,"osf.io/g3rnt","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); sophia: I didn't have any problems with this article; steve: Straightforward, no issues",2018,"Rentzsch, Katrin; Schröder‐Abé, Michela","Stability and Change in Domain-specific Self-esteem and Global Self-esteem","European Journal of Personality","1099-0984","10.1002/per.2167","353-370","4",32,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000048","yes",,"yes",,"yes",,"osf.io/cpmfk","yes",,"osf.io/cpmfk","yes",,"yes",,"yes","Open Science Framework","andy: This is the original data collected for another project. The downloaded files contain data collected between 2004-2019. Study used data from 2004-2017. Data files are also available by individual year.; andy: This linked to the study data with syntax and codebook.; evelyn: Data files exceed 100MB; evelyn: I didn't have any problems with this article; steve: Data was > 100MB, but could not tell that initially, so downloaded anyway",2019,"Devos, Thierry; Sadler, Melody","Context diversity predicts the extent to which the American identity is implicitly associated with Asian Americans and European Americans.","Asian American Journal of Psychology","1948-1993, 1948-1985","10.1037/aap0000149","182-193","2",10,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000049","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/DTFR60","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60","yes",,"yes",,"yes","Harvard Dataverse","adrian: Ok; matthew: No problems with this article",2017,"Barber, Michael J.; Canes‐Wrone, Brandice; Thrower, Sharece","Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?","American Journal of Political Science","1540-5907","10.1111/ajps.12275","271-288","2",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000050","yes",,"yes",,"yes",,"osf.io/2wjgn","yes",,"osf.io/2wjgn","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; oliver: (no note made)",2016,"Oceja, Luis; Villegas, Marisol; Beramendi, Maite; Salgado, Sergio","“You should (not) do that”: An Evaluative Model of Normative Appeals (EMNA)","The Journal of Social Psychology","0022-4545","10.1080/00224545.2015.1111855","382-396","4",156,TRUE,FALSE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000051","yes",,"yes",,"yes",,"ckan-rdm.up.pt/dataset/i3s-2019-001","yes",,"ckan-rdm.up.pt/dataset/i3s-2019-001","yes",,"yes",,"no",,"evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Fernandes, Joana G.; Franco, Nuno H.; Grierson, Andrew J.; Hultgren, Jan; Furley, Andrew J. W.; Olsson, I. Anna S.","Methodological standards, quality of reporting and regulatory compliance in animal research on amyotrophic lateral sclerosis: a systematic review","BMJ Open Science","2398-8703","10.1136/bmjos-2018-000016",,"1",3,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000054","yes",,"yes",,"yes",,"osf.io/hgcet","yes",,"osf.io/hgcet","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; matthew: No problems with this article; sophia: I didn't have any problems with this article",2019,"Lin, Chia-Yuan; Göbel, Silke M","Arabic digits and spoken number words: Timing modulates the cross-modal numerical distance effect","Quarterly Journal of Experimental Psychology","1747-0218","10.1177/1747021819854444","2632-2646","11",72,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000056","yes",,"yes",,"yes",,"osf.io/2b9hn","yes",,"osf.io/2b9hn","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2016,"Simpson, Ain; Laham, Simon M.; Fiske, Alan Page","Wrongness in different relationships: Relational context effects on moral judgment","The Journal of Social Psychology","0022-4545","10.1080/00224545.2016.1140118","594-609","6",156,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000057","yes",,"yes",,"yes",,"osf.io/pqf9r","yes",,"osf.io/pqf9r","yes",,"yes",,"yes","Open Science Framework","phuong: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2015,"Brandt, Mark J.; Evans, Anthony M.; Crawford, Jarret T.","The Unthinking or Confident Extremist? Political Extremists Are More Likely Than Moderates to Reject Experimenter-Generated Anchors","Psychological Science","0956-7976","10.1177/0956797614559730","189-202","2",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000061","yes",,"yes",,"yes",,"osf.io/w2xsr","yes",,"osf.io/w2xsr","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; phuong: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Hilbig, Benjamin E.; Kieslich, Pascal J.; Henninger, Felix; Thielmann, Isabel; Zettler, Ingo","Lead Us (Not) into Temptation: Testing the Motivational Mechanisms Linking Honesty–Humility to Cooperation","European Journal of Personality","1099-0984","10.1002/per.2149","116-127","2",32,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000062","yes",,"yes",,"yes",,"thedata.harvard.edu/dvn/dv/PainData","yes",,"dataverse.harvard.edu/dataverse/PainData","yes",,"yes",,"yes","Harvard Dataverse","adrian: Dataverse contained 2 different folders for separate projects. Actual data was in 2nd folder. Redirected site for 2nd folder was 'https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27813'; aniruddah: Here, the repo link contained two different data sets, and intuition via cross-referencing data set and article publishing dates helped identify which data set to download.; evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article; matthew: Linkes to two sets of data, both were included in the 'data' file of the google docs; michelle: I didn't have any problems with this article; nguyenlam: Not have any problems; oliver: (no note made); phuong: The link points to a page containing datatsets from 2 different research papers; sophia: I had to click on a second link to get the specific data for this paper. There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data.",2015,"Harvie, Daniel S.; Broecker, Markus; Smith, Ross T.; Meulders, Ann; Madden, Victoria J.; Moseley, G. Lorimer","Bogus Visual Feedback Alters Onset of Movement-Evoked Pain in People With Neck Pain","Psychological Science","0956-7976","10.1177/0956797614563339","385-392","4",26,TRUE,FALSE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000064","yes",,"yes",,"yes",,"osf.io/jpxat/quickfiles","yes",,"osf.io/jpxat/quickfiles","yes",,"yes",,"yes","Open Science Framework","nguyenlam: Not have any problems; sophia: I didn't have any problems with this article",2019,"Papageorgiadis, Nikolaos; Xu, Yue; Alexiou, Constantinos","The Effect of European Intellectual Property Institutions on Chinese Outward Foreign Direct Investment","Management and Organization Review","1740-8776, 1740-8784","10.1017/mor.2018.38","81-110","01",15,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000066","yes",,"yes",,"yes",,"osf.io/dtgaa","yes",,"osf.io/dtgaa","yes",,"yes",,"yes","Open Science Framework","michelle: There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jrp.2018.04.001; sophia: I didn't have any problems with this article",2018,"Theisen, Jaclyn C.; Fraley, R. Chris; Hankin, Benjamin L.; Young, Jami F.; Chopik, William J.","How do attachment styles change from childhood through adolescence? Findings from an accelerated longitudinal Cohort study","Journal of Research in Personality","0092-6566","10.1016/j.jrp.2018.04.001","141-146",,74,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000067","yes",,"yes",,"yes",,"osf.io/nm8vf","yes",,"osf.io/nm8vf","yes",,"yes",,"yes","Open Science Framework","nguyenlam: There was a link to ""supplementary material "" at the journal's website - this link was ignored, since it just contains additional analysis, instead of data.; oliver: (no note made)",2017,"Schroeder, Juliana; Kardas, Michael; Epley, Nicholas","The Humanizing Voice: Speech Reveals, and Text Conceals, a More Thoughtful Mind in the Midst of Disagreement","Psychological Science","0956-7976","10.1177/0956797617713798","1745-1762","12",28,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000071","yes",,"yes",,"yes",,"osf.io/856cs","yes",,"osf.io/856cs","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); steve: Straightforward, no issues; steve: This is a registry of repositories; it doesn't make sense for the data to be hosted here directly",2018,"Rivera, Luis M.; Veysey, Bonita M.","Implicit self-criminal cognition and its relation to criminal behavior.","Law and Human Behavior","1573-661X, 0147-7307","10.1037/lhb0000300","507-519","6",42,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000071","yes",,"yes",,"yes",,"re3data.org","yes",,"www.re3data.org","no",,,,"no",,"oliver: (no note made); steve: Straightforward, no issues; steve: This is a registry of repositories; it doesn't make sense for the data to be hosted here directly",2018,"Rivera, Luis M.; Veysey, Bonita M.","Implicit self-criminal cognition and its relation to criminal behavior.","Law and Human Behavior","1573-661X, 0147-7307","10.1037/lhb0000300","507-519","6",42,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","no","no",,
"a000072","yes",,"yes",,"yes",,"osf.io/56yz7","yes",,"osf.io/56yz7","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); phuong: (no note made)",2019,"Wurm, Moritz F.; Porter, Katharine B.; Caramazza, Alfonso","Individuation of parts of a single object and multiple distinct objects relies on a common neural mechanism in inferior intraparietal sulcus","Cortex","0010-9452","10.1016/j.cortex.2019.08.012","1-15",,121,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000073","yes",,"yes",,"yes",,"osf.io/6zdnh","yes",,"osf.io/6zdnh","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; oliver: (no note made)",2017,"Bahník, Štěpán; Vranka, Marek A.","If It’s Difficult to Pronounce, It Might Not Be Risky: The Effect of Fluency on Judgment of Risk Does Not Generalize to New Stimuli","Psychological Science","0956-7976","10.1177/0956797616685770","427-436","4",28,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000074","yes",,"yes",,"yes",,"osf.io/t9c52","yes",,"osf.io/t9c52","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: There is no available data file; only said 'no response'; oliver: (no note made)",2016,"Pinsof, David; Haselton, Martie","The Political Divide Over Same-Sex Marriage: Mating Strategies in Conflict?","Psychological Science","0956-7976","10.1177/0956797615621719","435-442","4",27,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000075","yes",,"yes",,"yes",,"osf.io/p8f7w","yes",,"osf.io/p8f7w","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; phuong: I didn't have any problems with this article",2019,"Rhodes, Marjorie; Leslie, Sarah-Jane; Yee, Kathryn M; Saunders, Katya","Subtle Linguistic Cues Increase Girls’ Engagement in Science","Psychological Science","0956-7976","10.1177/0956797618823670","455-466","3",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000077","yes",,"yes",,"yes",,"bit.ly/2mLcXyu","yes",,"osf.io/ygy5e/?view_only=eca3d2740b3d4db38e9db0c67083861b","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); sophia: I didn't have any problems with this article; steve: The article links to the same repo in two different ways: once in the D.A.S. via a link shortener to the anonymised version (as coded here), but also includes a separate, direct, non-anonymised link to the repo (https://osf.io/ygy5e/) in Note 2.",2018,"Redford, Liz; Ratliff, Kate A.","Empathy and humanitarianism predict preferential moral responsiveness to in-groups and out-groups","The Journal of Social Psychology","0022-4545","10.1080/00224545.2017.1412933","744-766","6",158,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000080","yes",,"yes",,"yes",,"osf.io/4x8tn","yes",,"osf.io/4x8tn","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Chen, Hui; Carlson, Richard A; Wyble, Brad","Is Source Information Automatically Available in Working Memory?","Psychological Science","0956-7976","10.1177/0956797617742158","645-655","4",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000081","yes",,"yes",,"yes",,"osf.io/cdev3","yes",,"osf.io/cdev3","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; michelle: (no note made); michelle: (no note made); michelle: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Borghuis, Jeroen; Denissen, Jaap J.A.; Sijtsma, Klaas; Branje, Susan; Meeus, Wim H.J.; Bleidorn, Wiebke","Positive Daily Experiences Are Associated with Personality Trait Changes in Middle-aged Mothers","European Journal of Personality","0890-2070","10.1002/per.2178","672-689","6",32,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000081","yes",,"yes",,"yes",,"osf.io/q9jy3","yes",,"osf.io/q9jy3","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; michelle: (no note made); michelle: (no note made); michelle: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Borghuis, Jeroen; Denissen, Jaap J.A.; Sijtsma, Klaas; Branje, Susan; Meeus, Wim H.J.; Bleidorn, Wiebke","Positive Daily Experiences Are Associated with Personality Trait Changes in Middle-aged Mothers","European Journal of Personality","0890-2070","10.1002/per.2178","672-689","6",32,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000081","yes",,"yes",,"yes",,"osf.io/uj2dr","yes",,"osf.io/uj2dr","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; michelle: (no note made); michelle: (no note made); michelle: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Borghuis, Jeroen; Denissen, Jaap J.A.; Sijtsma, Klaas; Branje, Susan; Meeus, Wim H.J.; Bleidorn, Wiebke","Positive Daily Experiences Are Associated with Personality Trait Changes in Middle-aged Mothers","European Journal of Personality","0890-2070","10.1002/per.2178","672-689","6",32,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000081","yes",,"yes",,"yes",,"osf.io/x7pgq","yes",,"osf.io/x7pgq","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; michelle: (no note made); michelle: (no note made); michelle: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Borghuis, Jeroen; Denissen, Jaap J.A.; Sijtsma, Klaas; Branje, Susan; Meeus, Wim H.J.; Bleidorn, Wiebke","Positive Daily Experiences Are Associated with Personality Trait Changes in Middle-aged Mothers","European Journal of Personality","0890-2070","10.1002/per.2178","672-689","6",32,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
