"study_id","link_url_cleaned","resolved_url_cleaned","is_repository","repository_name"
"a001270","doi.org/10.7910/DVN/2E2M9Z","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z","yes","Harvard Dataverse"
"a001273","archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015","archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015","yes","Archaeology Data Service"
"a001274","psy.fsu.edu/~catlab/alienssoa_pub/index.php","psy.fsu.edu/~catlab/alienssoa_pub/index.php","no",
"a001275","osf.io/dxvrq","osf.io/dxvrq","yes","Open Science Framework"
"a001277","osf.io/45gch","osf.io/45gch","yes","Open Science Framework"
"a001278","osf.io/bifc7","osf.io/bifc7","yes","Open Science Framework"
"a001279","doi.org/10.7910/DVN/YWZBUJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ","yes","Harvard Dataverse"
"a001280","osf.io/cxc6f","osf.io/cxc6f","yes","Open Science Framework"
"a001281","doi.org/10.7910/DVN/H13U6G","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G","yes","Harvard Dataverse"
"a001283","osf.io/uk5c7","osf.io/uk5c7","yes","Open Science Framework"
"a001284","osf.io/dqgep","osf.io/dqgep","yes","Open Science Framework"
"a001285","github.com/rnorouzian/i/blob/master/i.r","github.com/rnorouzian/i/blob/master/i.r","yes","Github"
"a001285","iris-database.org","www.iris-database.org/iris/app/home/detail?id=york:935317, https://github.com/izeh/i, https://github.com/rnorouzian/i/blob/master/i.r","yes","IRIS"
"a001285","osf.io/jxd47","osf.io/jxd47","yes","Open Science Framework"
"a001286","osf.io/4vx3z","osf.io/4vx3z","yes","Open Science Framework"
"a001287","doi.org/10.7910/DVN/ROLEY5","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ROLEY5","yes","Harvard Dataverse"
"a001288","dx.doi.org/10.17617/3.2v","edmond.mpdl.mpg.de/imeji/collection/64vBL2yNY36dYZQv","yes","Edmond (Max Planck Society)"
"a001289","doi.org/10.7910/DVN/JQEUBQ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JQEUBQ","yes","Harvard Dataverse"
"a001290","osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805","osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805","yes","Open Science Framework"
"a001290","osf.io/wqr73","osf.io/wqr73","yes","Open Science Framework"
"a001291","osf.io/wgeum","osf.io/wgeum","yes","Open Science Framework"
"a001293","doi.org/10.14284/329","www.vliz.be/en/imis?dasid=4687&doiid=329","yes","Integrated Marine Information System (Flanders Marine Institute)"
"a001293","doi.org/10.14284/PANGAEA.329",,,
"a001294","osf.io/8juyc","osf.io/8juyc","yes","Open Science Framework"
"a001295","osf.io/v8aih","osf.io/v8aih","yes","Open Science Framework"
"a001296","iris-database.org","iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626","yes","IRIS"
"a001297","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP","yes","Harvard Dataverse"
"a001298","osf.io/sd76g","osf.io/sd76g","yes","Open Science Framework"
"a001301","doi.org/10.7910/DVN/RXXQSQ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RXXQSQ","yes","Harvard Dataverse"
"a001302","doi:10.7910/DVN/BXXWWW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW","yes","Harvard Dataverse"
"a001303","osf.io/4exy7","osf.io/4exy7","yes","Open Science Framework"
"a001305","osf.io/q4n2b","osf.io/q4n2b","yes","Open Science Framework"
"a001306","doi.org/10.7910/DVN/ZSJA25","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSJA25","yes","Harvard Dataverse"
"a001308","osf.io/wki3y","osf.io/wki3y","yes","Open Science Framework"
"a001309","osf.io/chm94","osf.io/chm94","yes","Open Science Framework"
"a001310","osf.io/27gwb","osf.io/27gwb","yes","Open Science Framework"
"a001311","osf.io/4r9zs","osf.io/4r9zs","yes","Open Science Framework"
"a001313","osf.io/uqh5d","osf.io/uqh5d","yes","Open Science Framework"
"a001314","osf.io/vjacn","github.com/MandyZChen/Unifying-Space-Exp","yes","Github"
"a001316","osf.io/9cmxw","osf.io/9cmxw","yes","Open Science Framework"
"a001317","osf.io/j25fh","osf.io/j25fh","yes","Open Science Framework"
"a001318","figshare.com/articles/NPQIP_final_analysis_set/5375275/1","figshare.com/articles/NPQIP_final_analysis_set/5375275/1","yes","Figshare"
"a001319","doi.org/10.7910/DVN/3DK6JA","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DK6JA","yes","Harvard Dataverse"
"a001320","osf.io/4e7h9","osf.io/4e7h9","yes","Open Science Framework"
"a001321","osf.io/dmbkw","osf.io/dmbkw","yes","Open Science Framework"
"a001326","osf.io/5tus8","osf.io/5tus8","yes","Open Science Framework"
"a001327","osf.io/fgn9y","osf.io/fgn9y","yes","Open Science Framework"
"a001328","osf.io/mgbck","osf.io/mgbck","yes","Open Science Framework"
"a001329","osf.io/rkae4","osf.io/rkae4","yes","Open Science Framework"
"a001330","osf.io/s6p9v","osf.io/s6p9v","yes","Open Science Framework"
"a001331","osf.io/27h68","osf.io/27h68","yes","Open Science Framework"
"a001332","osf.io/68MES","osf.io/68MES","yes","Open Science Framework"
"a001333","osf.io/mtsvy","osf.io/mtsvy","yes","Open Science Framework"
"a001334","osf.io/2dc4p","osf.io/2dc4p","yes","Open Science Framework"
"a001336","osf.io/m6p82","osf.io/m6p82","yes","Open Science Framework"
"a001337","osf.io/reky2","osf.io/reky2","yes","Open Science Framework"
"a001338","osf.io/93m8y","osf.io/93m8y","yes","Open Science Framework"
"a001340","figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793","figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793","yes","Figshare"
"a001341","osf.io/kewpu","osf.io/kewpu","yes","Open Science Framework"
"a001343","osf.io/xefc4","osf.io/xefc4","yes","Open Science Framework"
"a001344","osf.io/9yxmh","osf.io/9yxmh","yes","Open Science Framework"
"a001345","osf.io/ugdnv","osf.io/ugdnv","yes","Open Science Framework"
"a001346","dx.doi.org/10.7910/DVN/FZI6NO","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FZI6NO","yes","Harvard Dataverse"
"a001348","osf.io/nr24b","osf.io/nr24b","yes","Open Science Framework"
"a001349","osf.io/rjdpc","osf.io/rjdpc","yes","Open Science Framework"
"a001350","osf.io/b956g","osf.io/b956g","yes","Open Science Framework"
"a001350","osf.io/vnkaz","osf.io/vnkaz","yes","Open Science Framework"
"a001351","osf.io/4kanr","osf.io/4kanr","yes","Open Science Framework"
"a001352","osf.io/kwvu6","osf.io/kwvu6","yes","Open Science Framework"
"a001353","dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c","dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT","yes","Harvard Dataverse"
"a001354","osf.io/nvq6t","osf.io/nvq6t","yes","Open Science Framework"
"a001355","osf.io/b3epc","osf.io/b3epc","yes","Open Science Framework"
"a001356","intarch.ac.uk/journal/issue52/3/glassdata.xls","intarch.ac.uk/journal/issue52/3/glassdata.xls","no",
"a001358","osf.io/62wn9","osf.io/62wn9","yes","Open Science Framework"
"a001359",,,,
"a001360","osf.io/e3afr","osf.io/e3afr","yes","Open Science Framework"
"a001361","osf.io/efjd6","osf.io/efjd6","yes","Open Science Framework"
"a001362","osf.io/t79ca","osf.io/wke6z","yes","Open Science Framework"
"a001368","dx.doi.org/10.7910/DVN/K6ZOOW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K6ZOOW","yes","Harvard Dataverse"
"a001369","dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K","yes","Harvard Dataverse"
"a001370","osf.io/dq3w9","osf.io/dq3w9","yes","Open Science Framework"
"a001372","osf.io/rydzg","osf.io/rydzg","yes","Open Science Framework"
"a001374","osf.io/9cndv","osf.io/9cndv","yes","Open Science Framework"
"a001376","osf.io/txa5j","osf.io/txa5j","yes","Open Science Framework"
"a001377","osf.io/j2g7t","osf.io/j2g7t","yes","Open Science Framework"
"a001378","osf.io/cbjps","osf.io/cbjps","yes","Open Science Framework"
"a001379","osf.io/wkjp6","osf.io/wkjp6","yes","Open Science Framework"
"a001380","iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search","www.iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search","yes","IRIS"
"a001381","osf.io/npqgz","osf.io/npqgz","yes","Open Science Framework"
"a001382","osf.io/zd2j9","osf.io/zd2j9","yes","Open Science Framework"
"a001385","osf.io/84zg3","osf.io/84zg3","yes","Open Science Framework"
"a001386","osf.io/exp4n","osf.io/exp4n","yes","Open Science Framework"
"a001387","osf.io/mytx9","osf.io/mytx9","yes","Open Science Framework"
"a001388","osf.io/pwy9r","osf.io/pwy9r","yes","Open Science Framework"
"a001389","osf.io/hrzgs","osf.io/hrzgs","yes","Open Science Framework"
"a001390","osf.io/93cvs","osf.io/93cvs","yes","Open Science Framework"
"a001391","osf.io/2nj9h","osf.io/2nj9h","yes","Open Science Framework"
"a001392","osf.io/jxf5q","osf.io/jxf5q","yes","Open Science Framework"
"a001393","osf.io/s5rfu","osf.io/s5rfu","yes","Open Science Framework"
"a001394","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip","no",
"a001394","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip","ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip","no",
"a001395","osf.io/2pnu6","osf.io/2pnu6","yes","Open Science Framework"
"a001397","osf.io/236zg","osf.io/236zg","yes","Open Science Framework"
"a001398","dx.doi.org/10.7910/DVN/QTG6FQ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QTG6FQ","yes","Harvard Dataverse"
"a001401","osf.io/yh7wu","osf.io/yh7wu","yes","Open Science Framework"
"a001404","osf.io/hw2ac","osf.io/hw2ac","yes","Open Science Framework"
"a001405","osf.io/mk73j","osf.io/mk73j","yes","Open Science Framework"
"a001406","dx.doi.org/10.17632/7tj8hpmnmt.1","data.mendeley.com/datasets/7tj8hpmnmt/1","yes","Mendeley"
"a001408","osf.io/rgsbj","osf.io/rgsbj","yes","Open Science Framework"
"a001411","osf.io/bqyhd","osf.io/bqyhd","yes","Open Science Framework"
"a001412","osf.io/u65by","osf.io/u65by","yes","Open Science Framework"
"a001414","doi.org/10.7910/DVN/XJQALC","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJQALC","yes","Harvard Dataverse"
"a001415","osf.io/6j9aq","osf.io/6j9aq","yes","Open Science Framework"
"a001416","osf.io/24kvu","osf.io/24kvu","yes","Open Science Framework"
"a001417","osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e","osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e","yes","Open Science Framework"
"a001418","github.com/abrowman/psm-jesp2017","github.com/abrowman/psm-jesp2017","yes","Github"
"a001420","doi.org/10.1016/j.jesp.2019.03.009","www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub","no",
"a001421","figshare.com/authors/Lorna_Richardson/606491","figshare.com/authors/Lorna_Richardson/606491","yes","Figshare"
"a001422","doi.org/10.5284/1052664","archaeologydataservice.ac.uk/archives/view/breedon_nu_2019","yes","Archaeology Data Service"
"a001423","osf.io/6d3ry","osf.io/6d3ry","yes","Open Science Framework"
"a001425","osf.io/t7jjk","osf.io/t7jjk","yes","Open Science Framework"
"a001425","www.oecd.org/pisa/data/2015database","www.oecd.org/pisa/data/2015database","no",
"a001426","dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210","catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210","yes","CEDA Archive"
"a001428","osf.io/8eqtc","osf.io/8eqtc","yes","Open Science Framework"
"a001429","www.tessexperiments.org/data/ferrer825.html","osf.io/a42yg","yes","Open Science Framework"
"a001430","data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a","data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a","yes","Mendeley"
"a001430","doi.org/10.1016/j.jesp.2018.01.007","data.mendeley.com/datasets/rh22h25sw7/1","yes","Mendeley"
"a001431","osf.io/dbgh6","osf.io/dbgh6","yes","Open Science Framework"
"a001432","osf.io/fkn8m","osf.io/fkn8m","yes","Open Science Framework"
"a001433","osf.io/8bjcs","osf.io/8bjcs","yes","Open Science Framework"
"a001434","osf.io/h6dwg","osf.io/h6dwg","yes","Open Science Framework"
"a001436","doi.org/10.7910/DVN/AT2FEZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AT2FEZ","yes","Harvard Dataverse"
"a001437","osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097","osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097","yes","Open Science Framework"
"a001439","osf.io/ht3gk","osf.io/ht3gk","yes","Open Science Framework"
"a001440","dx.doi.org/10.7910/DVN/EBF7XW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EBF7XW","yes","Harvard Dataverse"
"a001441","osf.io/axnm6","osf.io/axnm6","yes","Open Science Framework"
"a001443","doi.org/10.17863/CAM.7153;the","www.repository.cam.ac.uk/handle/1810/261918","yes","Apollo (University of Cambridge)"
"a001443","osf.io/7b9au","osf.io/7b9au","yes","Open Science Framework"
"a001444","osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf","osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf","yes","Open Science Framework"
"a001445","osf.io/e2aks","osf.io/e2aks","yes","Open Science Framework"
"a001447","doi.org/10.7910/DVN/ICISE4","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ICISE4","yes","Harvard Dataverse"
"a001448","osf.io/yfc5m","osf.io/yfc5m","yes","Open Science Framework"
"a001449","osf.io/34cd8","osf.io/34cd8","yes","Open Science Framework"
"a001450","osf.io/u9tk8","osf.io/u9tk8","yes","Open Science Framework"
"a001452","osf.io/9b4y7","osf.io/9b4y7","yes","Open Science Framework"
"a001454","osf.io/mrt8f","osf.io/mrt8f","yes","Open Science Framework"
"a001455","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI","yes","Harvard Dataverse"
"a001458","dx.doi.org/10.23668/psycharchives.790","www.psycharchives.org/handle/20.500.12034/584","yes","PsychArchives"
"a001459","doi.org/10.7910/DVN/EL6ZCZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EL6ZCZ","yes","Harvard Dataverse"
"a001460","osf.io/b4nvf","osf.io/b4nvf","yes","Open Science Framework"
"a001463","DOI 10.17605/OSF.IO/KZ483","osf.io/kz483","yes","Open Science Framework"
"a001464","osf.io/h7s5j","osf.io/h7s5j","yes","Open Science Framework"
"a001465","osf.io/enuv3","osf.io/enuv3","yes","Open Science Framework"
"a001466","osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967","osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967","yes","Open Science Framework"
"a001467","osf.io/ng9k8","osf.io/ng9k8","yes","Open Science Framework"
"a001468","osf.io/nav9h","osf.io/nav9h","yes","Open Science Framework"
"a001469","osf.io/fhegd","osf.io/fhegd","yes","Open Science Framework"
"a001470","osf.io/waeqn","osf.io/waeqn","yes","Open Science Framework"
"a001471","osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4","osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4","yes","Open Science Framework"
"a001472","openneuro.org/datasets/ds001838/versions/1.0.0","openneuro.org/datasets/ds001838/versions/1.0.0","yes","OpenNeuro"
"a001472","osf.io/buqcm","osf.io/buqcm","yes","Open Science Framework"
"a001475","doi.org/10.7910/DVN/PB8X8P","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P","yes","Harvard Dataverse"
"a001476","figshare.com/s/0bfe19464337b17fb326","figshare.com/s/0bfe19464337b17fb326","yes","Figshare"
"a001476","forscenter.ch/en/our-surveys/swiss-household-panel","forsbase.unil.ch/project/study-public-overview/16970/0","yes","FORSbase"
"a001476","www.worldvaluessurvey.org","www.worldvaluessurvey.org/wvs.jsp","yes","World Values Survey"
"a001477","osf.io/wqnnx","osf.io/wqnnx","yes","Open Science Framework"
"a001480","osf.io/qtb5u","osf.io/qtb5u","yes","Open Science Framework"
"a001481","zenodo.org/record/1217215","zenodo.org/record/1217215","yes","Zenodo"
"a001482","osf.io/7h6cy","osf.io/7h6cy","yes","Open Science Framework"
"a001485","osf.io/xrk6j","osf.io/xrk6j","yes","Open Science Framework"
"a001486","osf.io/64nzg","osf.io/64nzg","yes","Open Science Framework"
"a001487","doi.org/10.7910/DVN/LNUYXZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LNUYXZ","yes","Harvard Dataverse"
"a001488","osf.io/b4cqm","osf.io/b4cqm","yes","Open Science Framework"
"a001489","osf.io/akbfj","osf.io/akbfj","yes","Open Science Framework"
"a001489","osf.io/kd8b3","osf.io/kd8b3","yes","Open Science Framework"
"a001490","osf.io","osf.io/m75da","yes","Open Science Framework"
"a001493","hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961","hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961","yes","Health and Retirement Study Data Portal (University of Michigan)"
"a001493","hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961","hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961","yes","Health and Retirement Study Data Portal (University of Michigan)"
"a001493","osf.io/pn3vt","osf.io/pn3vt","yes","Open Science Framework"
"a001495","osf.io/5zimh","osf.io/5zimh","yes","Open Science Framework"
"a001496","doi.org/10.7910/DVN/SRPTCV","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SRPTCV","yes","Harvard Dataverse"
"a001497","osf.io/fitgz","osf.io/fitgz","yes","Open Science Framework"
"a001499","osf.io/6b4ag","osf.io/6b4ag","yes","Open Science Framework"
"a001500","osf.io/mpf64","osf.io/mpf64","yes","Open Science Framework"
"a001501","dx.doi.org/10.7910/DVN/DEMP8Q","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NMJ4W9","yes","Harvard Dataverse"
"a001502","osf.io/c6wm5","osf.io/c6wm5","yes","Open Science Framework"
"a001504","osf.io/djzh3","osf.io/djzh3","yes","Open Science Framework"
"a001505","osf.io/5t6fs","osf.io/5t6fs","yes","Open Science Framework"
"a001506","osf.io/zg2su/files","osf.io/zg2su/files","yes","Open Science Framework"
"a001507","osf.io/b69g8","osf.io/b69g8","yes","Open Science Framework"
"a001509","doi.org/10.7910/DVN/GTXZ4J","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GTXZ4J","yes","Harvard Dataverse"
"a001511","osf.io/jqug4","osf.io/jqug4","yes","Open Science Framework"
"a001512","ti-nyurl.com/zvgu6hh","osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8","yes","Open Science Framework"
"a001512","tinyurl.com/hwmo9t6","osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400","yes","Open Science Framework"
"a001514","osf.io/4UBJ8","osf.io/4UBJ8","yes","Open Science Framework"
"a001514","osf.io/j479p","osf.io/j479p","yes","Open Science Framework"
"a001515","osf.io/w38qr","osf.io/w38qr","yes","Open Science Framework"
"a001516","osf.io/ideta","osf.io/ideta","yes","Open Science Framework"
"a001517","doi.org/10.7910/DVN/YUM3K8","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YUM3K8","yes","Harvard Dataverse"
"a001518","osf.io/fhmyb","osf.io/fhmyb","yes","Open Science Framework"
"a001519","osf.io/b9pkj","osf.io/b9pkj","yes","Open Science Framework"
"a001520","osf.io/84xut","osf.io/84xut","yes","Open Science Framework"
"a001522","osf.io/ws3j9","osf.io/ws3j9","yes","Open Science Framework"
"a001523","osf.io/5bpr7","osf.io/5bpr7","yes","Open Science Framework"
"a001524","doi.org/10.7910/DVN/XRJ43D","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XRJ43D","yes","Harvard Dataverse"
"a001525","osf.io/d2wur","osf.io/d2wur","yes","Open Science Framework"
"a001525","osf.io/yjer4","osf.io/yjer4","yes","Open Science Framework"
"a001527","osf.io/x7kma","osf.io/x7kma","yes","Open Science Framework"
"a001528","doi.org/10.7910/DVN/VJLVYU","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VJLVYU","yes","Harvard Dataverse"
"a001529","doi.org/10.7910/DVN/B9SCDJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/B9SCDJ","yes","Harvard Dataverse"
"a001531","osf.io/3hm4g","osf.io/3hm4g","yes","Open Science Framework"
"a001534","osf.io/aqkgt","osf.io/aqkgt","yes","Open Science Framework"
"a001536","osf.io/5ahzj","osf.io/5ahzj","yes","Open Science Framework"
"a001538","osf.io/ygzx3","osf.io/ygzx3","yes","Open Science Framework"
"a001539","github.com/BlackHershey/blink-TS","github.com/BlackHershey/blink-TS","yes","Github"
"a001544","osf.io/jp8ew","osf.io/jp8ew","yes","Open Science Framework"
"a001545","journals.sagepub.com/doi/suppl/10.1177/0956797618761661","journals.sagepub.com/doi/suppl/10.1177/0956797618761661","no",
"a001545","nces.ed.gov/ecls/dataproducts.asp","nces.ed.gov/ecls/dataproducts.asp","yes","National Center for Education Statistics"
"a001545","www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233","www.icpsr.umich.edu/web/ICPSR/series/00233","yes","ICPSR"
"a001547","osf.io/s92i4","osf.io/s92i4","yes","Open Science Framework"
"a001548","doi.org/10.11922/sciencedb.642",,,
"a001551","osf.io/dnxfz","osf.io/dnxfz","yes","Open Science Framework"
"a001554","doi.org/10.7910/DVN/Y43XZR","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Y43XZR","yes","Harvard Dataverse"
"a001556","doi.org/10.7910/DVN/WPVSMH","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPVSMH","yes","Harvard Dataverse"
"a001558","osf.io/4awze","osf.io/4awze","yes","Open Science Framework"
"a001559","doi.org/10.17605/osf.io/rq4fv","osf.io/rq4fv","yes","Open Science Framework"
"a001560","osf.io/nrbjz","osf.io/nrbjz","yes","Open Science Framework"
"a001561","dx.doi:10.7910/DVN/RSD5BV","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RSD5BV","yes","Harvard Dataverse"
"a001563","osf.io/9uxve","osf.io/9uxve","yes","Open Science Framework"
"a001564","osf.io/n9sd6","osf.io/n9sd6","yes","Open Science Framework"
"a001565","osf.io/kvb99","osf.io/kvb99","yes","Open Science Framework"
"a001567","osf.io/6csnh","osf.io/6csnh","yes","Open Science Framework"
"a001568","figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","yes","Figshare"
"a001571","osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d","osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d","yes","Open Science Framework"
"a001572","osf.io/vq49b","osf.io/vq49b","yes","Open Science Framework"
"a001573","osf.io/8g5fy","osf.io/8g5fy","yes","Open Science Framework"
"a001576","osf.io/vq4ak","osf.io/vq4ak","yes","Open Science Framework"
"a001577","github.com/martinjpratt/ZoomAntarctica","github.com/martinjpratt/ZoomAntarctica","yes","Github"
"a001577","www.usap-dc.org/view/project/p0010035","www.usap-dc.org/view/project/p0010035","yes","U.S. Antarctic Program Data Center"
"a001578","osf.io/8cktf","osf.io/8cktf","yes","Open Science Framework"
"a001579","osf.io/s4z32","osf.io/s4z32","yes","Open Science Framework"
"a001582","osf.io/kcp9z","osf.io/kcp9z","yes","Open Science Framework"
"a001583","osf.io/wxc7b","osf.io/wxc7b","yes","Open Science Framework"
"a001584","doi.org/10.7910/DVN/8KNF3I","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8KNF3I","yes","Harvard Dataverse"
"a001585","osf.io/3z8xa","osf.io/3z8xa","yes","Open Science Framework"
"a001586","osf.io/4e7hr","osf.io/4e7hr","yes","Open Science Framework"
"a001589","osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0","osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0","yes","Open Science Framework"
"a001590","doi.org/10.7910/DVN/XZFHCP","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZFHCP","yes","Harvard Dataverse"
"a001591","osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934","osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934","yes","Open Science Framework"
"a001593","osf.io/4tzv3","osf.io/4tzv3","yes","Open Science Framework"
"a001594","osf.io/nkgza","osf.io/nkgza","yes","Open Science Framework"
"a001596","osf.io/tsyrj","osf.io/tsyrj","yes","Open Science Framework"
"a001597","osf.io/bjpe3","osf.io/bjpe3","yes","Open Science Framework"
"a001598","osf.io/yn5u8","osf.io/yn5u8","yes","Open Science Framework"
"a001599","doi.org/10.6078/M7CR5R8Z","opencontext.org/projects/23696274-1f6d-44ca-9697-36b9d5e3fe5d","yes","Open Context"
"a001601","osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3","osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3","yes","Open Science Framework"
"a001602","doi.org/10.7910/DVN/PGGBB4","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGGBB4","yes","Harvard Dataverse"
"a001603","osf.io/e652h","osf.io/e652h","yes","Open Science Framework"
"a001604","data.mendeley.com/datasets/wynh7zs2rg/1","data.mendeley.com/datasets/wynh7zs2rg/1","yes","Mendeley"
"a001605","dx.doi.org/10.7910/DVN/STOQ1Q","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STOQ1Q","yes","Harvard Dataverse"
"a001606","osf.io/d2ytu","osf.io/d2ytu","yes","Open Science Framework"
"a001607","osf.io/bx59f","osf.io/bx59f","yes","Open Science Framework"
