study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a000354,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/i5knh/,yes,NA,https://osf.io/i5knh/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000404,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT,yes,NA,Dataverse,yes,NA,yes,NA,NA
a000409,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.4742935.v2,yes,NA,https://figshare.com/articles/Materials_for_Pupillary_Responses_to_Words_That_Convey_a_Sense_of_Brightness_or_Darkness/4742935/2,yes,NA,Figshare,yes,NA,other,File >100MB,File 375MB. Did not upload to Drive
a000458,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/huc2k/,yes,NA,https://osf.io/huc2k/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000477,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yf3da/,yes,NA,https://osf.io/yf3da/,yes,NA,OSF,yes,NA,other,File >100MB,Did not upload to Drive
a000634,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/k8pqw/,yes,NA,https://osf.io/k8pqw/,yes,NA,OSF,yes,NA,yes,NA,Links were fused together as a hyperlink. Had to copy and paste each manually
a000634,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/7gdxt/,yes,NA,https://osf.io/7gdxt/,yes,NA,OSF,yes,NA,yes,NA,Links were fused together as a hyperlink. Had to copy and paste each manually
a000689,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/6myfj/,yes,NA,https://osf.io/6myfj/,yes,NA,OSF,yes,NA,yes,NA,Data
a000689,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/tk67x/,yes,NA,https://osf.io/tk67x/,yes,NA,OSF,yes,NA,yes,NA,Materials
a000709,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/n8spz,yes,NA,https://osf.io/n8spz,yes,NA,OSF,yes,NA,yes,NA,Ok
a000739,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jd4d2/,yes,NA,https://osf.io/jd4d2/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000753,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8w4vq/,yes,NA,https://osf.io/8w4vq/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000784,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://sro.sussex.ac.uk/id/eprint/74811,yes,NA,http://sro.sussex.ac.uk/id/eprint/74811/,other,University of Sussex SRO,University of Sussex SRO,yes,NA,yes,NA,Excel file
a000822,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/MTQEE1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a000858,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g8xyt/,yes,NA,https://osf.io/g8xyt/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000883,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/MPQQC0,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MPQQC0,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a000892,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.17605/OSF.IO/JTZU8,yes,NA,https://osf.io/jtzu8/,yes,NA,OSF,yes,NA,yes,NA,Ok
a000918,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/ACYZIC,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ACYZIC,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a000934,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j479p/,yes,NA,https://osf.io/j479p/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001017,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2018.03.014,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub,other,Journal's website at ScienceDirect,NA,other,Redirected to Mendeley Data,yes,NA,"ScienceDirect link led to another link to download the files at MendeleyData with link ""https://data.mendeley.com/datasets/hgtxmx7zpn/1"". Files downloaded ok from Mendeley"
a001092,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/TR4OUK,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TR4OUK,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a001135,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/26134,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a001179,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf,yes,NA,https://osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf,yes,NA,OSF,yes,NA,yes,NA,Link was a bit hard to find
a001181,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zpm9t/,yes,NA,https://osf.io/zpm9t/,yes,NA,OSF,yes,NA,other,File >100MB,Not uploaded to Drive
a001202,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/UXYCH,yes,NA,https://osf.io/uxych/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001270,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/2E2M9Z,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a001281,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/H13U6G,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H13U6G,yes,NA,Dataverse,yes,NA,yes,NA,Ok
a001333,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mtsvy/,yes,NA,https://osf.io/mtsvy/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001345,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ugdnv/,yes,NA,https://osf.io/ugdnv/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001354,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nvq6t/,yes,NA,https://osf.io/nvq6t/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001359,adrian,2020-04-17,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There is a statement but no link. Full statement reads ""The data, code, and any additional materials required to replicate all analyses in this article are available on the American Journal ofPolitical Science Dataverse within the Harvard Dataverse Network, at:"""
a001432,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fkn8m/,yes,NA,https://osf.io/fkn8m/,yes,NA,OSF,yes,NA,yes,NA,Ok
a001507,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/b69g8,yes,NA,http://www.osf.io/b69g8,yes,NA,OSF,yes,NA,yes,NA,Ok
a001573,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/8g5fy,yes,NA,http://osf.io/8g5fy,yes,NA,OSF,yes,NA,yes,NA,Ok
a000048,andy,2020-04-22,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/cpmfk/,yes,NA,https://osf.io/cpmfk/,yes,NA,OSF,yes,NA,yes,NA,This is the original data collected for another project. The downloaded files contain data collected between 2004-2019. Study used data from 2004-2017. Data files are also available by individual year.
a000048,andy,2020-04-22,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/ufxny/,yes,NA,https://osf.io/ufxny/,yes,NA,OSF,yes,NA,yes,NA,This linked to the study data with syntax and codebook.
a000098,andy,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nft5c,yes,NA,https://osf.io/nft5c/,yes,NA,OSF,yes,NA,yes,NA,NA
a000115,andy,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/m35b8/,yes,NA,https://osf.io/m35b8/,yes,NA,OSF,yes,NA,yes,NA,NA
a000136,andy,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9d6t4/,yes,NA,https://osf.io/9d6t4/,yes,NA,OSF,yes,NA,yes,NA,NA
a000142,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues
a000143,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8cq5f/,yes,NA,https://osf.io/8cq5f/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000146,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/xf7rn,yes,NA,https://osf.io/xf7rn/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000182,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/emk5j,yes,NA,https://osf.io/emk5j/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000188,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zg427/,yes,NA,https://osf.io/zg427/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000197,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/946vb/,yes,NA,https://osf.io/946vb/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000330,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,other,"Link goes to Harvard Datverse repository for a different article (Grimmelikhuijsen, 2019).",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Link to different article repository. Search for author's name on Harvard Dataverse found the correct repository and files at https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XSRNRB. Appears to be an overlap in volume and issue number between the 2 papers.
a000380,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/w2434/,yes,NA,https://osf.io/w2434/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000393,andy,2020-11-05,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/9ge7n,yes,NA,https://osf.io/9ge7n,yes,NA,OSF,other,- with data files,yes,NA,Link to main OSF page https://osf.io/vkjsf/
a000444,andy,2020-11-05,yes,NA,yes,NA,yes,NA,1,1,https://data.mendeley.com/datasets/f2wvbpsmyv/draft?a=e8c3968c-8b4a-47b5-a7d1-5aa120f1bc76.,yes,NA,https://data.mendeley.com/datasets/f2wvbpsmyv/1,yes,NA,Mendeley Data,yes,NA,yes,NA,No issues
a000518,andy,2020-11-09,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,Link to IRIS homepage only,https://iris-database.org/iris/app/home/index;jsessionid=59ED1A2954384E1119412245521AD575,yes,NA,IRIS,yes,NA,yes,NA,Had to search repository for correct files.
a000540,andy,2020-11-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/TMCNQ,yes,NA,https://osf.io/tmcnq/,yes,NA,OSF,yes,NA,yes,NA,2019 article is Stage 1 Registered Report with links only to the pre-registration. Links to data are from the 2020 Stage 2 Full article.
a000570,andy,2020-11-09,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/WGWMAV,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues
a000631,andy,2020-11-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/k8nur/,yes,NA,https://osf.io/k8nur/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000714,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7wazk/,yes,NA,https://osf.io/7wazk/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000861,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qh896/,yes,NA,https://osf.io/qh896/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000962,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qch87/,yes,NA,https://osf.io/qch87/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000963,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,http://journals.sagepub.com/doi/suppl/10.1177/0956797618818484,yes,NA,https://journals.sagepub.com/doi/suppl/10.1177/0956797618818484,no,NA,NA,no,NA,NA,NA,Link goes to online article. No data files.
a001030,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wytek/,yes,NA,https://osf.io/wytek/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001114,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/axphc/,yes,NA,https://osf.io/axphc,yes,NA,OSF,yes,NA,yes,NA,No issues
a001149,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://www.iris‐database.org/iris/app/home/detail?id=york:934328,no,Link appears to be broken,NA,NA,NA,NA,NA,NA,NA,NA,Data availability statement says files are also available from DDBJ but no link provided.
a001171,andy,2020-11-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/d9jfz/,yes,NA,https://osf.io/d9jfz/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001220,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jmiwn/,yes,NA,https://osf.io/jmiwn/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001238,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ut382/,yes,NA,https://osf.io/ut382/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001240,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/v36a6/,yes,NA,https://osf.io/v36a6/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001346,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/FZI6NO,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FZI6NO,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues
a001362,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t79ca/,yes,NA,https://osf.io/t79ca/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001390,andy,2020-11-12,yes,NA,yes,NA,yes,NA,1,1,osf.io/93cvs,yes,NA,https://osf.io/93cvs/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001405,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mk73j/,yes,NA,https://osf.io/mk73j/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001415,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6j9aq/,yes,NA,https://osf.io/6j9aq/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001445,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/e2aks/,yes,NA,https://osf.io/e2aks/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001470,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/waeqn/,yes,NA,https://osf.io/waeqn,yes,NA,OSF,yes,NA,yes,NA,No issues
a001487,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/LNUYXZ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LNUYXZ,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues
a001500,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,osf.io/mpf64,yes,NA,https://osf.io/mpf64/,yes,NA,OSF,yes,NA,yes,NA,No issues
a001529,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/B9SCDJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/B9SCDJ,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues
a001655,andy,2020-11-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2cv4x/?view_only.d192b6df6a7b4c1ea49d19e819330f80.,yes,NA,https://osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80,yes,NA,OSF,yes,NA,yes,NA,No issues
a000032,andy,2020-07-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6096/MISTRALS-HyMeX.1406,yes,NA,https://mistrals.sedoo.fr/HyMeX/?editDatsId=1406,other,Repository for a specific research program only,NA,yes,NA,other,Need a a password to login to download,NA
a000116,andy,2020-07-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gzytb/,yes,NA,https://osf.io/gzytb/,yes,NA,OSF,yes,NA,yes,NA,NA
a000117,andy,2020-07-17,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/greylit/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/greylit/,yes,NA,Archaeology Data Service,no,NA,NA,NA,Data referred to here is no longer available in this format. It seems to have been incorporated into a larger bibliographic structure.
a000162,andy,2020-07-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.pangaea.de/10.1594/PANGAEA.896587,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.896587,yes,NA,PANGAEA,yes,NA,yes,NA,NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,1,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,2,https://doi.org/10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,3,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,4,https://doi.org/10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,5,https://doi.org/10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,6,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,7,https://doi.org/10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000171,andy,2020-08-04,yes,NA,yes,NA,yes,NA,8,8,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,SNAP,yes,NA,partial,"Over 30 files, downloaded first",NA
a000210,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,PANGAEA,yes,NA,yes,NA,No issues
a000227,andy,2020-08-05,yes,NA,yes,NA,yes,NA,3,1,https://doi.org/10.23684/odi-2017-00957,yes,NA,https://open.canada.ca/data/en/dataset/e7484a20-99fa-4989-945b-3031d670d285,yes,NA,Open Government Canada,yes,NA,yes,NA,No issues
a000227,andy,2020-08-05,yes,NA,yes,NA,yes,NA,3,2,https://doi.org/10.23684/odi-2017-00959,yes,NA,https://open.canada.ca/data/en/dataset/c1a63ce9-6b76-414b-937e-135fae08cea2,yes,NA,Open Government Canada,yes,NA,yes,NA,No issues
a000227,andy,2020-08-05,yes,NA,yes,NA,yes,NA,3,3,https://doi.org/10.23684/odi-2017-00958,yes,NA,https://open.canada.ca/data/en/dataset/150566dc-7f3b-4ba7-b65a-16f35b947a57,yes,NA,Open Government Canada,yes,NA,yes,NA,No issues
a000269,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.24414/ j0dx-9n36,yes,NA,https://www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,yes,NA,Royal Observatory of Belgium,yes,NA,yes,NA,No issues
a000270,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1031492,yes,NA,https://archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,No issues
a000359,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5284/1011888,yes,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,yes,NA,Archaeology Data Service,yes,NA,partial,"Hundreds of files organised into seven sections, downloaded one file from each section",NA
a000394,andy,2020-08-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sr9f4/,yes,NA,https://osf.io/sr9f4/,yes,NA,OSF,yes,NA,yes,NA,No issues
a000395,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17863/CAM.31530,yes,NA,https://www.repository.cam.ac.uk/handle/1810/284168,yes,NA,Apollo (University of Cambridge),yes,NA,yes,NA,No issues
a000398,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1594/PANGAEA.885879,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885879,yes,NA,PANGAEA,yes,NA,yes,NA,No issues
a000418,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1019856,yes,NA,https://archaeologydataservice.ac.uk/archives/view/scarr_eh_2013/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,Unclear (to me at least) what the data actually consists of
a000420,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,The CEDA Archive,yes,NA,yes,NA,No issues
a000426,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,http://catalogue.ceda.ac.uk/uuid/4dc84 50d88 9a491 ebb20 e724d ebe2dfb,yes,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,The CEDA Archive,yes,NA,other,Account required for access,NA
a000443,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.7289/V5QJ7F8R,yes,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,yes,NA,NCEI (NOAA),yes,NA,partial,"Ongoing project with hundreds of files, downloaded a sample to check",NA
a000494,andy,2020-08-07,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No links to data
a000527,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5285/7925d ed722 d743f a8259 a93ac c7073f2,yes,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,yes,NA,The CEDA Archive,yes,NA,other,Some files timed out,NA
a000618,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,yes,NA,figshare,yes,NA,partial,Over 100MB of data files,NA
a000681,andy,2020-08-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.3371710,yes,NA,https://zenodo.org/record/3371710#.Xy1cjGovPUo,yes,NA,Zenodo,yes,NA,partial,Over 100MB of data files,NA
a000683,andy,2020-08-25,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,Archaeology Data Service,yes,NA,partial,Over 100MB of data files,No issues
a000686,andy,2020-08-25,yes,NA,yes,NA,yes,NA,4,1,https://doi.org/10.5281/zenodo.3548752,yes,NA,https://zenodo.org/record/3548752#.X0Rba9MvOqA,yes,NA,Zenodo,yes,NA,yes,NA,No issues
a000686,andy,2020-08-25,yes,NA,yes,NA,yes,NA,4,2,https://doi.org/10.5281/zenodo.3548883,yes,NA,https://zenodo.org/record/3548883#.X0Rbh9MvOqA,yes,NA,Zenodo,yes,NA,yes,NA,No issues
a000686,andy,2020-08-25,yes,NA,yes,NA,yes,NA,4,3,https://doi.org/10.5281/zenodo.3548898,yes,NA,https://zenodo.org/record/3548898#.X0RbydMvOqA,yes,NA,Zenodo,yes,NA,yes,NA,No issues
a000686,andy,2020-08-25,yes,NA,yes,NA,yes,NA,4,4,https://doi.org/10.5281/zenodo.3548902,yes,NA,https://zenodo.org/record/3548902#.X0Rb49MvOqA,yes,NA,Zenodo,yes,NA,yes,NA,No issues
a000696,andy,2020-08-25,yes,NA,yes,NA,yes,NA,1,1,https://citsci.geog.mcgill.ca,yes,NA,https://citsci.geog.mcgill.ca/,no,NA,NA,no,NA,NA,NA,The linked site is the project website
