study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned,link_work,link_work_noother,resolved_url_cleaned
a000988,yes,NA,yes,NA,yes,NA,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,yes,NA,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b
a000989,yes,NA,yes,NA,yes,NA,osf.io/73e54,yes,NA,osf.io/73e54
a000990,yes,NA,yes,NA,yes,NA,thedata.harvard.edu/dvn/dv/communication,yes,NA,dataverse.harvard.edu/dataverse/communication
a000991,yes,NA,yes,NA,yes,NA,osf.io/4rmnv,yes,NA,osf.io/4rmnv
a000992,yes,NA,yes,NA,yes,NA,osf.io/873fp,yes,NA,osf.io/873fp
a000993,yes,NA,yes,NA,yes,NA,osf.io/72b89,yes,NA,osf.io/72b89
a000996,yes,NA,no,NA,yes,NA,doi.org/10.1016/j.cortex.2019.08.018,yes,NA,www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub
a000997,yes,NA,yes,NA,yes,NA,osf.io/xmnyq,yes,NA,osf.io/xmnyq
a000998,yes,NA,yes,NA,yes,NA,github.com/connorjmccabe/InterActive,yes,NA,github.com/connorjmccabe/InterActive
a001000,yes,NA,yes,NA,yes,NA,osf.io/54skn/files,yes,NA,osf.io/54skn/files
a001001,yes,NA,yes,NA,yes,NA,osf.io/ietwv,yes,NA,osf.io/ietwv
a001003,yes,NA,yes,NA,yes,NA,osf.io/dp2aq,yes,NA,osf.io/dp2aq
a001004,yes,NA,yes,NA,yes,NA,osf.io/d3xb7,yes,NA,osf.io/d3xb7
a001005,yes,NA,yes,NA,yes,NA,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,other,link is garbled version of two separate links pointing to the same place; easy to determine the intended link,osf.io/x8bv9
a001006,yes,NA,yes,NA,yes,NA,osf.io/yq5jw,yes,NA,osf.io/yq5jw
a001007,yes,NA,yes,NA,yes,NA,osf.io/m64ue,yes,NA,osf.io/m64ue
a001008,yes,NA,yes,NA,yes,NA,osf.io/9e3a9,yes,NA,osf.io/9e3a9
a001009,yes,NA,yes,NA,yes,NA,osf.io/4chuy,yes,NA,osf.io/4chuy
a001010,yes,NA,yes,NA,yes,NA,DOI 10.17605/OSF.IO/EKV2D,yes,NA,osf.io/ekv2d
a001011,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SBOMZD,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD
a001013,yes,NA,yes,NA,yes,NA,osf.io/ebhku,yes,NA,osf.io/ebhku
a001014,yes,NA,yes,NA,yes,NA,osf.io/j7hdm,yes,NA,osf.io/j7hdm
a001015,yes,NA,yes,NA,yes,NA,osf.io/9e5au,yes,NA,osf.io/9e5au
a001016,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/46ynjsp243/1,yes,NA,data.mendeley.com/datasets/46ynjsp243/1
a001016,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,data.mendeley.com/datasets/hv7mxpct6f/3
a001017,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2018.03.014,other,"Led to journal page for article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117304857?via%3Dihub), which then linked to data and code",data.mendeley.com/datasets/hgtxmx7zpn/1
a001018,yes,NA,yes,NA,yes,NA,osf.io/8xg6m,yes,NA,osf.io/8xg6m
a001020,yes,NA,yes,NA,yes,NA,osf.io/rh8pv,yes,NA,osf.io/rh8pv
a001023,yes,NA,yes,NA,yes,NA,osf.io/eky4s,yes,NA,osf.io/eky4s
a001024,yes,NA,yes,NA,yes,NA,osf.io/9zpaj,yes,NA,osf.io/9zpaj
a001025,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/DZN3S,yes,NA,osf.io/dzn3s
a001025,yes,NA,yes,NA,yes,NA,osf.io/h2xry,yes,NA,osf.io/h2xry
a001026,yes,NA,yes,NA,yes,NA,osf.io/wc3sj,yes,NA,osf.io/wc3sj
a001027,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR04652.v6,yes,NA,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,yes,NA,yes,NA,yes,NA,midus.colectica.org,yes,NA,midus.colectica.org/Account/Login
a001028,yes,NA,yes,NA,yes,NA,osf.io/yb9cv,yes,NA,osf.io/yb9cv
a001029,yes,NA,yes,NA,yes,NA,osf.io/craky,yes,NA,osf.io/craky
a001030,yes,NA,yes,NA,yes,NA,osf.io/wytek,yes,NA,osf.io/wytek
a001031,yes,NA,yes,NA,yes,NA,osf.io/tv8ai,yes,NA,osf.io/tv8ai
a001033,yes,NA,yes,NA,yes,NA,osf.io/bpj7m,yes,NA,osf.io/bpj7m
a001034,yes,NA,yes,NA,yes,NA,osf.io/9mjtz,yes,NA,osf.io/9mjtz
a001035,yes,NA,yes,NA,yes,NA,osf.io/g3dfy,yes,NA,osf.io/g3dfy
a001036,yes,NA,yes,NA,yes,NA,osf.io/zxp9k,yes,NA,osf.io/zxp9k
a001037,yes,NA,yes,NA,yes,NA,www.doi.org/10.17605/OSF.IO/R7CXZ,yes,NA,osf.io/r7cxz
a001039,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/RYVAL1,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYVAL1
a001040,yes,NA,yes,NA,yes,NA,osf.io/yw7d9,yes,NA,osf.io/yw7d9
a001041,yes,NA,yes,NA,yes,NA,osf.io/bvjny,yes,NA,osf.io/bvjny
a001041,yes,NA,yes,NA,yes,NA,osf.io/z53m4,yes,NA,osf.io/z53m4
a001043,yes,NA,yes,NA,yes,NA,osf.io/4vk5x,yes,NA,osf.io/4vk5x
a001044,yes,NA,yes,NA,yes,NA,osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d,other,"URL as written led to a ""page not found"" error. Omitting the view_only slug resulted in a valid destination",osf.io/qwa42
a001045,yes,NA,yes,NA,yes,NA,osf.io/vgmjs,yes,NA,osf.io/vgmjs
a001047,yes,NA,yes,NA,yes,NA,osf.io/tyjpc,yes,NA,osf.io/tyjpc
a001048,yes,NA,yes,NA,yes,NA,osf.io/uw2t2,yes,NA,osf.io/uw2t2
a001049,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/X88LYH,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH
a001050,yes,NA,yes,NA,yes,NA,osf.io/6yhmp,yes,NA,osf.io/6yhmp
a001051,yes,NA,no,NA,no,NA,NA,NA,NA,NA
a001052,yes,NA,yes,NA,yes,NA,osf.io/735ru,yes,NA,osf.io/735ru
a001053,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/JNEQYJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JNEQYJ
a001055,yes,NA,yes,NA,yes,NA,osf.io/vk4hp,yes,NA,osf.io/vk4hp
a001056,yes,NA,yes,NA,yes,NA,osf.io/9fdhb,yes,NA,osf.io/9fdhb
a001057,yes,NA,yes,NA,yes,NA,doi:10.7910/DVN/FMJDCD,other,"The link for this DOI is malformed, but can fairly easily be corrected. Once corrected, it works",dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD
a001058,yes,NA,yes,NA,yes,NA,osf.io/8wtae,yes,NA,osf.io/8wtae
a001059,yes,NA,yes,NA,yes,NA,osf.io/8j7ub,yes,NA,osf.io/8j7ub
a001060,yes,NA,yes,NA,yes,NA,figshare.com/s/18a543c101a17a1d5560,yes,NA,figshare.com/s/18a543c101a17a1d5560
a001062,yes,NA,yes,NA,yes,NA,datadryad.org/resource/doi:10.5061/dryad.g7b40,yes,NA,datadryad.org/stash/dataset/doi:10.5061/dryad.g7b40
a001063,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/KGIBK5,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KGIBK5
a001066,yes,NA,yes,NA,yes,NA,reshare.ukdataservice.ac.uk/852127,yes,NA,reshare.ukdataservice.ac.uk/852127
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/bdev3,yes,NA,osf.io/bdev3
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/v6z53,yes,NA,osf.io/v6z53
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/yuv2m,yes,NA,osf.io/yuv2m
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/zf2dp,yes,NA,osf.io/zf2dp
a001068,yes,NA,yes,NA,yes,NA,osf.io/qek97,yes,NA,osf.io/qek97
a001069,yes,NA,yes,NA,yes,NA,osf.io/m3neh,yes,NA,osf.io/m3neh
a001070,yes,NA,yes,NA,yes,NA,osf.io/q6gbw,yes,NA,osf.io/q6gbw
a001071,yes,NA,yes,NA,yes,NA,osf.io/gjp53,yes,NA,osf.io/gjp53
a001072,yes,NA,yes,NA,yes,NA,osf.io/pe5d7,yes,NA,osf.io/pe5d7
a001073,yes,NA,yes,NA,yes,NA,doi.org/10.17882/56796,yes,NA,www.seanoe.org/data/00456/56796
a001076,yes,NA,yes,NA,yes,NA,osf.io/a63ez,yes,NA,osf.io/a63ez
a001081,yes,NA,yes,NA,yes,NA,osf.io/ptmqx,yes,NA,osf.io/ptmqx
a001082,yes,NA,yes,NA,yes,NA,osf.io/m3x2b,yes,NA,osf.io/m3x2b
a001083,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR04652.v7,yes,NA,www.icpsr.umich.edu/web/NACDA/studies/4652/version/7
a001083,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR36346.v7,yes,NA,www.icpsr.umich.edu/web/NACDA/studies/36346/versions/V7
a001084,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/O6VHZZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6VHZZ
a001085,yes,NA,yes,NA,yes,NA,osf.io/5tfzh,yes,NA,osf.io/5tfzh
a001086,yes,NA,yes,NA,yes,NA,figshare.com/articles/Fictional_First_Memories/6115676,yes,NA,figshare.com/articles/Fictional_First_Memories/6115676
a001087,yes,NA,yes,NA,yes,NA,osf.io/cmw75,yes,NA,osf.io/cmw75
a001087,yes,NA,yes,NA,yes,NA,osf.io/uxtq2,yes,NA,osf.io/uxtq2
a001088,yes,NA,yes,NA,yes,NA,osf.io/fy5dk,yes,NA,osf.io/fy5dk
a001091,yes,NA,yes,NA,yes,NA,osf.io/tu3nm,yes,NA,osf.io/tu3nm
a001092,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TR4OUK,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TR4OUK
a001093,yes,NA,no,NA,yes,NA,osf.io/nmydf,yes,NA,osf.io/nmydf
a001094,yes,NA,yes,NA,yes,NA,osf.io/fpdbh,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK,osf.io/fpdbh
a001100,yes,NA,yes,NA,yes,NA,madata.bib.uni-mannheim.de/266,yes,NA,madata.bib.uni-mannheim.de/266
a001102,yes,NA,yes,NA,yes,NA,osf.io/a3c8h,yes,NA,osf.io/a3c8h
a001103,yes,NA,yes,NA,yes,NA,osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb,yes,NA,osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb
a001104,yes,NA,yes,NA,yes,NA,bit.ly/2ljvoKP,yes,NA,drive.switch.ch/index.php/s/ZDfdl9pVOdkQHYn
a001106,yes,NA,yes,NA,yes,NA,osf.io/pfjsd,yes,NA,osf.io/pfjsd
a001107,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/FTFJTV,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FTFJTV
a001109,yes,NA,yes,NA,yes,NA,osf.io/mcvt7/wiki/home,yes,NA,osf.io/mcvt7/wiki/home
a001110,yes,NA,yes,NA,yes,NA,osf.io/pfh6r,yes,NA,osf.io/pfh6r
a001111,yes,NA,yes,NA,yes,NA,hdl.handle.net/1959.13/1387620,yes,NA,nova.newcastle.edu.au/vital/access/manager/Repository/uon:32640
a001112,yes,NA,yes,NA,yes,NA,osf.io/n2kxa,yes,NA,osf.io/n2kxa
a001113,yes,NA,yes,NA,yes,NA,doi.org/10.5160/psychdata.zrce16dy99,yes,NA,www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002
a001113,yes,NA,yes,NA,yes,NA,osf.io/b8pu6,yes,NA,osf.io/b8pu6
a001114,yes,NA,yes,NA,yes,NA,osf.io/axphc,yes,NA,osf.io/axphc
a001115,yes,NA,yes,NA,yes,NA,osf.io/g2t36,yes,NA,osf.io/g2t36
a001116,yes,NA,yes,NA,yes,NA,cancercontrol.cancer.gov/brp/hbrb/flashe.html,other,"the link is to the project home page, I had to agree to terms, and then could access the data/files page, which I've included as the resolved_url",cancercontrol.cancer.gov/brp/hbrb/flashe-study/flashe-files
a001116,yes,NA,yes,NA,yes,NA,osf.io/x3jav,yes,NA,osf.io/x3jav
a001118,yes,NA,yes,NA,yes,NA,osf.io/x6t4e,yes,NA,osf.io/x6t4e
a001119,yes,NA,yes,NA,yes,NA,osf.io/bbf3c,yes,NA,osf.io/bbf3c
a001121,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",www.iris-database.org/iris/app/home/detail?id=york:936152
a001121,yes,NA,yes,NA,yes,NA,osf.io/97kur,yes,NA,osf.io/97kur
a001122,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/4XI0UG,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG
a001124,yes,NA,yes,NA,yes,NA,osf.io/r35tf,yes,NA,osf.io/r35tf
a001125,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/k29ty5nh48/1,yes,NA,data.mendeley.com/datasets/k29ty5nh48/1
a001127,yes,NA,yes,NA,yes,NA,osf.io/pxk8z,yes,NA,osf.io/pxk8z
a001129,yes,NA,yes,NA,yes,NA,osf.io/7pw8r,yes,NA,osf.io/7pw8r
a001131,yes,NA,yes,NA,yes,NA,github.com/carlsonrw/layTheories_altruism,yes,NA,github.com/carlsonrw/layTheories_altruism
a001132,yes,NA,yes,NA,yes,NA,osf.io/9z3nw,yes,NA,osf.io/9z3nw
a001134,yes,NA,yes,NA,yes,NA,osf.io/e5r6f,yes,NA,osf.io/e5r6f
a001135,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/26134,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26134
a001138,yes,NA,yes,NA,yes,NA,osf.io/pdy6b,yes,NA,osf.io/pdy6b
a001138,yes,NA,yes,NA,yes,NA,osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4,yes,NA,osf.io/u95vg
a001138,yes,NA,yes,NA,yes,NA,osf.io/traf4,yes,NA,osf.io/traf4
a001139,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.1186639,yes,NA,zenodo.org/record/1186639
a001140,yes,NA,yes,NA,yes,NA,osf.io/t28bw,yes,NA,osf.io/t28bw
a001142,yes,NA,yes,NA,yes,NA,osf.io/c2gaf,yes,NA,osf.io/c2gaf
a001144,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI
a001146,yes,NA,yes,NA,yes,NA,osf.io/zhf98,yes,NA,osf.io/zhf98
a001147,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?id=3037337,yes,NA,dataverse.harvard.edu/dataset.xhtml?id=3037337
a001148,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/WKJJ3Z,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WKJJ3Z
a001149,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,DDBJ database accession no. DRP005397,other,Needed to navigate to Bioinformation and DDBJ Center website and search by accession number,ddbj.nig.ac.jp/DRASearch/study?acc=DRP005397
a001149,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,www.irisdatabase.org/iris/app/home/detail?id=york:934328,other,Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected,www.iris-database.org/iris/app/home/detail?id=york:934328
a001150,yes,NA,yes,NA,yes,NA,osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c,yes,NA,osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c
a001151,yes,NA,yes,NA,yes,NA,osf.io/79sqe,yes,NA,osf.io/79sqe
a001152,yes,NA,yes,NA,yes,NA,osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe,yes,NA,osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe
a001154,yes,NA,yes,NA,no,NA,NA,NA,NA,NA
a001155,yes,NA,yes,NA,yes,NA,osf.io/2bvt8,yes,NA,osf.io/2bvt8
a001155,yes,NA,yes,NA,yes,NA,osf.io/zp76h,yes,NA,osf.io/zp76h
a001157,yes,NA,yes,NA,yes,NA,osf.io/y3kzd,yes,NA,osf.io/y3kzd
a001158,yes,NA,yes,NA,yes,NA,osf.io/75mau,yes,NA,osf.io/75mau
a001160,yes,NA,yes,NA,yes,NA,osf.io/9KXM4,yes,NA,osf.io/9KXM4
a001161,yes,NA,yes,NA,yes,NA,osf.io/ckwjx,yes,NA,osf.io/ckwjx
a001163,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1021668,yes,NA,archaeologydataservice.ac.uk/archives/view/elmsfarm_eh_2013
a001166,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PGCVDP,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGCVDP
a001168,yes,NA,yes,NA,yes,NA,osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02,yes,NA,osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02
a001170,yes,NA,yes,NA,yes,NA,osf.io/mxf5w,yes,NA,osf.io/mxf5w
a001171,yes,NA,yes,NA,yes,NA,osf.io/d9jfz,yes,NA,osf.io/d9jfz
a001173,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/S9MIJU,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU
a001176,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataverse/AgreementIndiff,yes,NA,dataverse.harvard.edu/dataverse/AgreementIndiff
a001178,yes,NA,yes,NA,yes,NA,osf.io/t2856,yes,NA,osf.io/t2856
a001179,yes,NA,yes,NA,yes,NA,osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf,yes,NA,osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf
a001180,yes,NA,yes,NA,yes,NA,osf.io/he8s7,yes,NA,osf.io/he8s7
a001181,yes,NA,yes,NA,yes,NA,osf.io/zpm9t,yes,NA,osf.io/zpm9t
a001183,yes,NA,yes,NA,yes,NA,osf.io/3nkeh,yes,NA,osf.io/3nkeh
a001184,yes,NA,yes,NA,yes,NA,osf.io/xg5rj/wiki/home,yes,NA,osf.io/xg5rj/wiki/home
a001185,yes,NA,yes,NA,yes,NA,osf.io/g59s2,yes,NA,osf.io/g59s2
a001186,yes,NA,yes,NA,yes,NA,midus.colectica.org,yes,NA,midus.colectica.org/Account/Login
a001187,yes,NA,yes,NA,yes,NA,osf.io/bw8sz,yes,NA,osf.io/bw8sz
a001188,yes,NA,yes,NA,yes,NA,osf.io/z69fs,yes,NA,osf.io/z69fs
a001190,yes,NA,yes,NA,yes,NA,osf.io/98ta4,yes,NA,osf.io/98ta4
a001191,yes,NA,yes,NA,yes,NA,doi.pangaea.de/10.1594/PANGAEA.903123,yes,NA,doi.pangaea.de/10.1594/PANGAEA.903123
a001194,yes,NA,yes,NA,yes,NA,osf.io/zucn5,yes,NA,osf.io/zucn5
a001195,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:934337,yes,NA,www.iris-database.org/iris/app/home/detail?id=york:934337
a001196,yes,NA,yes,NA,yes,NA,osf.io/rdfm3,yes,NA,osf.io/rdfm3
a001197,yes,NA,yes,NA,yes,NA,osf.io/re48w,yes,NA,osf.io/re48w
a001198,yes,NA,yes,NA,yes,NA,osf.io/qqq82,yes,NA,osf.io/qqq82
a001200,yes,NA,yes,NA,yes,NA,osf.io/5ybej,yes,NA,osf.io/5ybej
a001201,yes,NA,yes,NA,yes,NA,osf.io/9gyvd,yes,NA,osf.io/9gyvd
a001202,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/UXYCH,yes,NA,osf.io/uxych
a001206,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/6IOACK,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6IOACK
a001211,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PL2XFD,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PL2XFD
a001214,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ZYRC8S,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S
a001215,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","www.iris-database.org/iris/app/home/detail?id=york:932759, https://www.iris-database.org/iris/app/home/detail?id=york:932760, https://www.iris-database.org/iris/app/home/detail?id=york:932690"
a001215,yes,NA,yes,NA,yes,NA,osf.io/gwk45,yes,NA,osf.io/gwk45
a001216,yes,NA,yes,NA,yes,NA,osf.io/ydnfe,yes,NA,osf.io/ydnfe
a001217,yes,NA,yes,NA,yes,NA,osf.io/hd42c,yes,NA,osf.io/hd42c
a001219,yes,NA,yes,NA,yes,NA,osf.io/ngm4h,yes,NA,osf.io/ngm4h
a001220,yes,NA,yes,NA,yes,NA,osf.io/jmiwn,yes,NA,osf.io/jmiwn
a001221,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/BAG0DS,other,DOI not found; data found by searching Harvard Dataverse by author name,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HIQ4BV
a001223,yes,NA,yes,NA,yes,NA,osf.io/tde3r,yes,NA,osf.io/tde3r
a001224,yes,NA,yes,NA,yes,NA,osf.io/2ngs9/registrations,yes,NA,osf.io/2ngs9/registrations
a001225,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/I1HVCJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I1HVCJ
a001226,yes,NA,yes,NA,yes,NA,osf.io/nzp8t,yes,NA,osf.io/nzp8t
a001227,yes,NA,yes,NA,yes,NA,osf.io/atx26,yes,NA,osf.io/atx26
a001228,yes,NA,yes,NA,yes,NA,osf.io/6htsx,yes,NA,osf.io/6htsx
a001229,yes,NA,yes,NA,yes,NA,osf.io/vqke2,yes,NA,osf.io/vqke2
a001231,yes,NA,yes,NA,yes,NA,osf.io/esw34,yes,NA,osf.io/esw34
a001232,yes,NA,yes,NA,yes,NA,osf.io/bnsqw,yes,NA,osf.io/bnsqw
a001233,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TVZQG6,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TVZQG6
a001234,yes,NA,yes,NA,yes,NA,osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd,yes,NA,osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd
a001234,yes,NA,yes,NA,yes,NA,osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6
a001235,yes,NA,yes,NA,yes,NA,osf.io/49rmq,yes,NA,osf.io/49rmq
a001238,yes,NA,yes,NA,yes,NA,osf.io/ut382,yes,NA,osf.io/ut382
a001239,yes,NA,yes,NA,yes,NA,osf.io/dux3n,yes,NA,osf.io/dux3n
a001239,yes,NA,yes,NA,yes,NA,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a
a001240,yes,NA,yes,NA,yes,NA,osf.io/v36a6,yes,NA,osf.io/v36a6
a001243,yes,NA,yes,NA,yes,NA,osf.io/nfh28,yes,NA,osf.io/nfh28
a001244,yes,NA,yes,NA,yes,NA,osf.io/5cfj6,yes,NA,osf.io/5cfj6
a001245,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/OOIEAO,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO
a001246,yes,NA,yes,NA,yes,NA,osf.io/e5bvj,yes,NA,osf.io/e5bvj
a001247,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936419, https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0"
a001248,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/STXADQ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STXADQ
a001249,yes,NA,yes,NA,yes,NA,osf.io/wpf7t,yes,NA,osf.io/wpf7t
a001250,yes,NA,yes,NA,yes,NA,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,other,"As presented, link does not work, but searching from the gesis home page does locate the correct dataset",search.gesis.org/research_data/ZA6701
a001250,yes,NA,yes,NA,yes,NA,osf.io/wk9rp,yes,NA,osf.io/wk9rp
a001252,yes,NA,yes,NA,yes,NA,osf.io/jfxtr,yes,NA,osf.io/jfxtr
a001253,yes,NA,yes,NA,yes,NA,osf.io/4a6jk,yes,NA,osf.io/4a6jk
a001257,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/VT4KJA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VT4KJA
a001258,yes,NA,yes,NA,yes,NA,osf.io/c5bmm,yes,NA,osf.io/c5bmm
a001259,yes,NA,yes,NA,yes,NA,osf.io/rstc5,yes,NA,osf.io/rstc5
a001260,yes,NA,yes,NA,yes,NA,osf.io/3cmz4,yes,NA,osf.io/3cmz4
a001261,yes,NA,yes,NA,yes,NA,osf.io/849kq,yes,NA,osf.io/849kq
a001263,yes,NA,yes,NA,yes,NA,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,yes,NA,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c
